id,symbol,company_name,macro_sector,niche_subsector,business_segment,segment_tag,is_core_revenue,segment_description
1762,HIRECT,Hirect Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1763,HISARMETAL,Hisar Metal Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1764,HITECH,Hi-Tech Pipes Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
1765,HITECHCORP,Hitech Corporation Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
1766,HITECHGEAR,The Hi-Tech Gears Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
1767,HLEGLAS,HLE Glascoat Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1768,HLVLTD,HLV LIMITED,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1769,HMAAGRO,HMA Agro Industries Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
1770,HMT,HMT Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1771,HMVL,Hindustan Media Ventures Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
1772,HNDFDS,Hindustan Foods Limited,"FMCG, Food Staples & Personal Care",FMCG Contract Manufacturing & Packaged Foods,FMCG Contract Manufacturing & Packaged Foods,PRIMARY,1,Core Operating Division: FMCG Contract Manufacturing & Packaged Foods
1773,HOMEFIRST,Home First Finance Company India Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
1774,HONASA,Honasa Consumer Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1775,HONAUT,Honeywell Automation India Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
1776,HONDAPOWER,Honda India Power Products Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
1777,HPAL,HP Adhesives Limited,"Paints, Coatings & Adhesives","Decorative Wall Coatings, Enamels & Adhesives","Decorative Wall Coatings, Enamels & Adhesives",PRIMARY,1,"Core Operating Division: Decorative Wall Coatings, Enamels & Adhesives"
1778,HPIL,Hindprakash Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1779,HPL,HPL Electric & Power Limited,Electronic Manufacturing Services (EMS),"Electronic Energy Meters, Switchgear & Modular Switches","Electronic Energy Meters, Switchgear & Modular Switches",PRIMARY,1,"Core Operating Division: Electronic Energy Meters, Switchgear & Modular Switches"
1780,HRYNSHP,Hariyana Ship Breakers Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1781,HSCL,Himadri Speciality Chemical Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
1782,HTMEDIA,HT Media Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
1783,HUBTOWN,Hubtown Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1784,HUDCO,Housing & Urban Development Corporation Limited,Real Estate Development,"Residential Housing, Townships & Commercial Tech Parks","Residential Housing, Townships & Commercial Tech Parks",PRIMARY,1,"Core Operating Division: Residential Housing, Townships & Commercial Tech Parks"
1785,HUHTAMAKI,Huhtamaki India Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1786,HYBRIDFIN,Hybrid Financial Services Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
1787,HYUNDAI,Hyundai Motor India Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
1788,IBULLSLTD,Indiabulls Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1789,ICDSLTD,ICDS Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1790,ICEMAKE,Ice Make Refrigeration Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1791,ICICIAMC,ICICI Prudential Asset Management Company Limited,"Capital Markets, Broking & Wealth Management","Stock Exchanges, Depositories, Wealth & Asset Management","Stock Exchanges, Depositories, Wealth & Asset Management",PRIMARY,1,"Core Operating Division: Stock Exchanges, Depositories, Wealth & Asset Management"
1792,ICICIBANK,ICICI Bank Limited,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
1793,ICICIGI,ICICI Lombard General Insurance Company Limited,"Insurance (Life, Health & General)","Life, Health & General Asset Insurance","Life, Health & General Asset Insurance",PRIMARY,1,"Core Operating Division: Life, Health & General Asset Insurance"
1794,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
1795,ICIL,Indo Count Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1796,ICRA,ICRA Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1797,IDBI,IDBI Bank Limited,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
1798,IDEA,Vodafone Idea Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1799,IDEAFORGE,Ideaforge Technology Limited,Aerospace & Defence,Tactical Surveillance UAVs & Drones (SWITCH),Tactical Surveillance UAVs & Drones (SWITCH),PRIMARY,1,Core Operating Division: Tactical Surveillance UAVs & Drones (SWITCH)
1800,IDFCFIRSTB,IDFC First Bank Limited,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
1801,IEX,Indian Energy Exchange Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
1802,IFBAGRO,IFB Agro Industries Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
1803,IFBIND,IFB Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1804,IFCI,IFCI Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1805,IFGLEXPOR,IFGL Refractories Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1806,IGARASHI,Igarashi Motors India Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
1807,IGCL,Indogulf Cropsciences Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1808,IGIL,International Gemological Institute Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1809,IGL,Indraprastha Gas Limited,"Oil & Gas Exploration, Refining & Petrochemicals","Oil & Gas Exploration, Refining & Gas Distribution","Oil & Gas Exploration, Refining & Gas Distribution",PRIMARY,1,"Core Operating Division: Oil & Gas Exploration, Refining & Gas Distribution"
1810,IGPL,IG Petrochemicals Limited,"Oil & Gas Exploration, Refining & Petrochemicals","Oil & Gas Exploration, Refining & Gas Distribution","Oil & Gas Exploration, Refining & Gas Distribution",PRIMARY,1,"Core Operating Division: Oil & Gas Exploration, Refining & Gas Distribution"
1811,IIFL,IIFL Finance Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
1812,IIFLCAPS,IIFL Capital Services Limited,API & CDMO Manufacturing,Active Pharmaceutical Ingredients & CDMO Synthesis,Active Pharmaceutical Ingredients & CDMO Synthesis,PRIMARY,1,Core Operating Division: Active Pharmaceutical Ingredients & CDMO Synthesis
1813,IITL,Industrial Investment Trust Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1814,IKIO,IKIO Technologies Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
1815,IKS,Inventurus Knowledge Solutions Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1816,IL&FSENGG,IL&FS Engineering and Construction Company Limited,Civil Infrastructure & EPC,"Highways, Bridges, Urban Metro & Infrastructure EPC","Highways, Bridges, Urban Metro & Infrastructure EPC",PRIMARY,1,"Core Operating Division: Highways, Bridges, Urban Metro & Infrastructure EPC"
1817,IL&FSTRANS,IL&FS Transportation Networks Limited,"Logistics, Ports & Shipping","Express Logistics, Container Rail Freight, Ports & Marine","Express Logistics, Container Rail Freight, Ports & Marine",PRIMARY,1,"Core Operating Division: Express Logistics, Container Rail Freight, Ports & Marine"
1818,IMAGICAA,Imagicaaworld Entertainment Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
1819,IMFA,Indian Metals & Ferro Alloys Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1820,IMPAL,India Motor Parts and Accessories Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
1821,IMPEXFERRO,Impex Ferro Tech Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
1822,INA,Insolation Energy Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
1823,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1824,INDBANK,Indbank Merchant Banking Services Limited,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
1825,INDGN,Indegene Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1826,INDHOTEL,The Indian Hotels Company Limited,Hotels & Luxury Resorts,"Luxury Palaces, Heritage Resorts & Business Hotels","Luxury Palaces, Heritage Resorts & Business Hotels",PRIMARY,1,"Core Operating Division: Luxury Palaces, Heritage Resorts & Business Hotels"
1827,INDIACEM,The India Cements Limited,Cement & Building Materials,"Cement, Clinker, Ceramic Tiles & Building Glass","Cement, Clinker, Ceramic Tiles & Building Glass",PRIMARY,1,"Core Operating Division: Cement, Clinker, Ceramic Tiles & Building Glass"
1828,INDIAGLYCO,India Glycols Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1829,INDIAMART,Indiamart Intermesh Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1830,INDIANB,Indian Bank,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
1831,INDIANCARD,Indian Card Clothing Company Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
1832,INDIANHUME,Indian Hume Pipe Company Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1833,INDIASHLTR,India Shelter Finance Corporation Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
1834,INDIGO,InterGlobe Aviation Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1835,INDIGOPNTS,Indigo Paints Limited,"Paints, Coatings & Adhesives","Decorative Wall Coatings, Enamels & Adhesives","Decorative Wall Coatings, Enamels & Adhesives",PRIMARY,1,"Core Operating Division: Decorative Wall Coatings, Enamels & Adhesives"
1836,INDIQUBE,Indiqube Spaces Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1837,INDNIPPON,India Nippon Electricals Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
1838,INDOAMIN,Indo Amines Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
1839,INDOBORAX,Indo Borax & Chemicals Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
1840,INDOCO,Indoco Remedies Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
1841,INDOFARM,Indo Farm Equipment Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1842,INDOKEM,Indokem Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1843,INDOMIM,INDO-MIM Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1844,INDORAMA,Indo Rama Synthetics (India) Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1845,INDOSTAR,IndoStar Capital Finance Limited,API & CDMO Manufacturing,Active Pharmaceutical Ingredients & CDMO Synthesis,Active Pharmaceutical Ingredients & CDMO Synthesis,PRIMARY,1,Core Operating Division: Active Pharmaceutical Ingredients & CDMO Synthesis
1846,INDOTECH,Indo Tech Transformers Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
1847,INDOTHAI,Indo Thai Securities Limited,"Capital Markets, Broking & Wealth Management","Stock Exchanges, Depositories, Wealth & Asset Management","Stock Exchanges, Depositories, Wealth & Asset Management",PRIMARY,1,"Core Operating Division: Stock Exchanges, Depositories, Wealth & Asset Management"
1848,INDOUS,Indo Us Biotech Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
1849,INDOWIND,Indowind Energy Limited,Solar & Renewable Energy,"Solar PV Modules, Wind Turbines & Clean Energy","Solar PV Modules, Wind Turbines & Clean Energy",PRIMARY,1,"Core Operating Division: Solar PV Modules, Wind Turbines & Clean Energy"
1850,INDPRUD,Industrial & Prudential Investment Company Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
1851,INDRAMEDCO,Indraprastha Medical Corporation Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
1852,INDSWFTLAB,Ind-Swift Laboratories Limited,Diagnostic Pathology & Imaging,Clinical Pathology & Diagnostic Radiology,Clinical Pathology & Diagnostic Radiology,PRIMARY,1,Core Operating Division: Clinical Pathology & Diagnostic Radiology
1853,INDTERRAIN,Indian Terrain Fashions Limited,"Textiles, Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail",PRIMARY,1,"Core Operating Division: Cotton Spinning, Denim, Branded Apparel & Fashion Retail"
1854,INDUSINDBK,IndusInd Bank Limited,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
1855,INDUSTOWER,Indus Towers Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1856,INFOBEAN,InfoBeans Technologies Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
1857,INFOMEDIA,Infomedia Press Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
1858,INFY,Infosys Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1859,INGERRAND,Ingersoll Rand (India) Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1860,INNOVACAP,Innova Captab Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1861,INNOVANA,Innovana Thinklabs Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1862,INNOVISION,Innovision Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1863,INOXGREEN,Inox Green Energy Services Limited,Solar & Renewable Energy,"Solar PV Modules, Wind Turbines & Clean Energy","Solar PV Modules, Wind Turbines & Clean Energy",PRIMARY,1,"Core Operating Division: Solar PV Modules, Wind Turbines & Clean Energy"
1864,INOXINDIA,INOX India Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1865,INOXWIND,Inox Wind Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
1866,INSECTICID,Insecticides (India) Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
1867,INSPIRISYS,Inspirisys Solutions Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1868,INTELLECT,Intellect Design Arena Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
1869,INTENTECH,Intense Technologies Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
