symbol,company_name,isin,sector,sector_id,industry,industry_id,industry_exposure_weight,sector_exposure_weight,classification_confidence,classification_source,classification_rationale,primary_business,business_description,effective_from,effective_to,last_verified,market_cap,index_membership
GUJAPOLLO,Gujarat Apollo Industries Limited,,CAPITAL GOODS & MACHINERY,SEC_CAPITAL_GOODS_MACHINERY,Material Handling & Cranes,IND_MATERIAL_HANDLING_CRANES,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CAPITAL GOODS & MACHINERY' and Industry 'Material Handling & Cranes' based on core economic business exposure: Asphalt road paving equipment, mobile crushing and screening machinery.","Asphalt road paving equipment, mobile crushing and screening machinery.","Gujarat Apollo Industries Limited specializes in asphalt road paving equipment, mobile crushing and screening machinery.",2024-01-01,9999-12-31,2026-08-23,988.37,NSE BROAD MARKET (EQ)
GUJENERGY,GUJARAT ENERGY LIMITED,,POWER,SEC_POWER,Conventional Thermal & Fossil Power,IND_CONVENTIONAL_THERMAL_FOSSIL_POWER,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","GUJARAT ENERGY LIMITED specializes in large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",2024-01-01,9999-12-31,2026-08-23,52224.75,NSE BROAD MARKET (EQ)
GUJRAFFIA,Gujarat Raffia Industries Limited,,TEXTILES,SEC_TEXTILES,Cotton Spinning & Yarns,IND_COTTON_SPINNING_YARNS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'TEXTILES' and Industry 'Cotton Spinning & Yarns' based on core economic business exposure: HDPE/PP woven sacks, tarpaulins and woven plastic fabrics.","HDPE/PP woven sacks, tarpaulins and woven plastic fabrics.","Gujarat Raffia Industries Limited specializes in hdpe/pp woven sacks, tarpaulins and woven plastic fabrics.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
GUJTHEM,Gujarat Themis Biosyn Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,API & Bulk Drugs,IND_API_BULK_DRUGS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'PHARMACEUTICALS' and Industry 'API & Bulk Drugs' based on core economic business exposure: Fermentation-derived active pharmaceutical ingredients including Rifamycin S and Lovastatin.,Fermentation-derived active pharmaceutical ingredients including Rifamycin S and Lovastatin.,Gujarat Themis Biosyn Limited specializes in fermentation-derived active pharmaceutical ingredients including rifamycin s and lovastatin.,2024-01-01,9999-12-31,2026-08-23,8517.0,NSE BROAD MARKET (EQ)
GULFOILLUB,Gulf Oil Lubricants India Limited,,OIL & GAS,SEC_OIL_GAS,Lubricants & Specialty Oils,IND_LUBRICANTS_SPECIALTY_OILS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'OIL & GAS' and Industry 'Lubricants & Specialty Oils' based on core economic business exposure: Premium automotive synthetic engine oils, industrial greases and transformer fluids.","Premium automotive synthetic engine oils, industrial greases and transformer fluids.","Gulf Oil Lubricants India Limited specializes in premium automotive synthetic engine oils, industrial greases and transformer fluids.",2024-01-01,9999-12-31,2026-08-23,10346.12,NSE BROAD MARKET (EQ)
GULFPETRO,GP Petroleums Limited,,OIL & GAS,SEC_OIL_GAS,Refining & Petrochemicals,IND_REFINING_PETROCHEMICALS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'OIL & GAS' and Industry 'Refining & Petrochemicals' based on core economic business exposure: Mega crude oil distillation, petrochemical polymer cracking and transportation fuels.","Mega crude oil distillation, petrochemical polymer cracking and transportation fuels.","GP Petroleums Limited specializes in mega crude oil distillation, petrochemical polymer cracking and transportation fuels.",2024-01-01,9999-12-31,2026-08-23,1589.0,NSE TRADE-TO-TRADE (T2T)
GULPOLY,Gulshan Polyols Limited,,SUGAR & BIO-ETHANOL,SEC_SUGAR_BIO_ETHANOL,Sugar Refining & Bio-Ethanol,IND_SUGAR_REFINING_BIO_ETHANOL,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'SUGAR & BIO-ETHANOL' and Industry 'Sugar Refining & Bio-Ethanol' based on core economic business exposure: Grain-based fuel ethanol, calcium carbonate, sorbitol, liquid glucose and starch derivatives.","Grain-based fuel ethanol, calcium carbonate, sorbitol, liquid glucose and starch derivatives.","Gulshan Polyols Limited specializes in grain-based fuel ethanol, calcium carbonate, sorbitol, liquid glucose and starch derivatives.",2024-01-01,9999-12-31,2026-08-23,5004.0,NSE BROAD MARKET (EQ)
GURUNANAK,GURUNANAK,,CAPITAL GOODS & MACHINERY,SEC_CAPITAL_GOODS_MACHINERY,Precision Machine Tools & Fasteners,IND_PRECISION_MACHINE_TOOLS_FASTENERS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'CAPITAL GOODS & MACHINERY' and Industry 'Precision Machine Tools & Fasteners' based on core economic business exposure: Machine tools and mechanical power transmission parts.,Machine tools and mechanical power transmission parts.,GURUNANAK specializes in machine tools and mechanical power transmission parts.,2024-01-01,9999-12-31,2026-08-23,50.0,NSE EMERGE (SME)
GVKPIL,GVK Power & Infrastructure Limited,,POWER,SEC_POWER,Conventional Thermal & Fossil Power,IND_CONVENTIONAL_THERMAL_FOSSIL_POWER,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","GVK Power & Infrastructure Limited specializes in large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",2024-01-01,9999-12-31,2026-08-23,236.38,NSE TRADE-TO-TRADE (T2T)
GVPIL,GE Power India Limited,,POWER,SEC_POWER,Conventional Thermal & Fossil Power,IND_CONVENTIONAL_THERMAL_FOSSIL_POWER,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","GE Power India Limited specializes in large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",2024-01-01,9999-12-31,2026-08-23,25562.5,NSE BROAD MARKET (EQ)
GVPTECH,GVP Infotech Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","GVP Infotech Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,254.88,NSE BROAD MARKET (EQ)
GVT&D,GE Vernova T&D India Limited,,ELECTRICAL EQUIPMENT,SEC_ELECTRICAL_EQUIPMENT,Heavy Switchgear & Automation,IND_HEAVY_SWITCHGEAR_AUTOMATION,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'ELECTRICAL EQUIPMENT' and Industry 'Heavy Switchgear & Automation' based on core economic business exposure: Power transmission gas-insulated switchgear, digital substation automation and power transformers.","Power transmission gas-insulated switchgear, digital substation automation and power transformers.","GE Vernova T&D India Limited specializes in power transmission gas-insulated switchgear, digital substation automation and power transformers.",2024-01-01,9999-12-31,2026-08-23,650475.75,NSE BROAD MARKET (EQ)
GYFTR,Gyftr Limited,,IT SERVICES,SEC_IT_SERVICES,Enterprise Software & SaaS,IND_ENTERPRISE_SOFTWARE_SAAS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'IT SERVICES' and Industry 'Enterprise Software & SaaS' based on core economic business exposure: Peer-to-peer digital gift vouchers and brand loyalty tech platforms.,Peer-to-peer digital gift vouchers and brand loyalty tech platforms.,Gyftr Limited specializes in peer-to-peer digital gift vouchers and brand loyalty tech platforms.,2024-01-01,9999-12-31,2026-08-23,1025.87,NSE BROAD MARKET (EQ)
HAL,Hindustan Aeronautics Limited,,DEFENCE & AEROSPACE,SEC_DEFENCE_AEROSPACE,Aerospace & Fighter Aircraft,IND_AEROSPACE_FIGHTER_AIRCRAFT,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'DEFENCE & AEROSPACE' and Industry 'Aerospace & Fighter Aircraft' based on core economic business exposure: Hindustan Aeronautics - Manufacturing and overhaul of Tejas fighter aircraft, combat helicopters and aero-engines","Hindustan Aeronautics - Manufacturing and overhaul of Tejas fighter aircraft, combat helicopters and aero-engines","Hindustan Aeronautics Limited specializes in hindustan aeronautics - manufacturing and overhaul of tejas fighter aircraft, combat helicopters and aero-engines",2024-01-01,9999-12-31,2026-08-23,614296.0,NIFTY NEXT 50
HALDER,Halder Venture Limited,,DEFENCE & AEROSPACE,SEC_DEFENCE_AEROSPACE,Aerospace & Fighter Aircraft,IND_AEROSPACE_FIGHTER_AIRCRAFT,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'DEFENCE & AEROSPACE' and Industry 'Aerospace & Fighter Aircraft' based on core economic business exposure: Fighter aircraft, helicopters and aero-engine systems.","Fighter aircraft, helicopters and aero-engine systems.","Halder Venture Limited specializes in fighter aircraft, helicopters and aero-engine systems.",2024-01-01,9999-12-31,2026-08-23,1056.38,NSE BROAD MARKET (EQ)
HALDYNGL,Haldyn Glass Limited,,BUILDING MATERIALS,SEC_BUILDING_MATERIALS,Architectural Glass & Windows,IND_ARCHITECTURAL_GLASS_WINDOWS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'BUILDING MATERIALS' and Industry 'Architectural Glass & Windows' based on core economic business exposure: Float glass sheets, architectural safety glass, mirrors and building facade solutions.","Float glass sheets, architectural safety glass, mirrors and building facade solutions.","Haldyn Glass Limited specializes in float glass sheets, architectural safety glass, mirrors and building facade solutions.",2024-01-01,9999-12-31,2026-08-23,832.88,NSE TRADE-TO-TRADE (T2T)
HALEOSLABS,HALEOS LABS LIMITED,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,Finished Formulations,IND_FINISHED_FORMULATIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,HALEOS LABS LIMITED specializes in manufacturing and marketing of branded generic prescription medicines and otc oral solid dosages.,2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
HAMPTON,Hampton Sky Realty Limited,,REAL ESTATE,SEC_REAL_ESTATE,Residential Real Estate,IND_RESIDENTIAL_REAL_ESTATE,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'REAL ESTATE' and Industry 'Residential Real Estate' based on core economic business exposure: Gated luxury and affordable residential housing townships and plotted developments.,Gated luxury and affordable residential housing townships and plotted developments.,Hampton Sky Realty Limited specializes in gated luxury and affordable residential housing townships and plotted developments.,2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
HAPPSTMNDS,Happiest Minds Technologies Limited,,PROFESSIONAL & CONSUMER SERVICES,SEC_PROFESSIONAL_CONSUMER_SERVICES,Consumer Internet & Super Apps,IND_CONSUMER_INTERNET_SUPER_APPS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'PROFESSIONAL & CONSUMER SERVICES' and Industry 'Consumer Internet & Super Apps' based on core economic business exposure: Hyperlocal food delivery, digital recruitment, OTA travel booking and online B2B platforms.","Hyperlocal food delivery, digital recruitment, OTA travel booking and online B2B platforms.","Happiest Minds Technologies Limited specializes in hyperlocal food delivery, digital recruitment, ota travel booking and online b2b platforms.",2024-01-01,9999-12-31,2026-08-23,383715.38,NSE BROAD MARKET (EQ)
HAPPY,HAPPY,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Auto Castings & Heavy Forgings,IND_AUTO_CASTINGS_HEAVY_FORGINGS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'AUTO ANCILLARIES' and Industry 'Auto Castings & Heavy Forgings' based on core economic business exposure: Heavy commercial vehicle transmission forgings and machined automotive components.,Heavy commercial vehicle transmission forgings and machined automotive components.,HAPPY specializes in heavy commercial vehicle transmission forgings and machined automotive components.,2024-01-01,9999-12-31,2026-08-23,1500.0,NSE EMERGE (SME)
HAPPYFORGE,Happy Forgings Limited,,STEEL,SEC_STEEL,Secondary Steel & TMT Rebars,IND_SECONDARY_STEEL_TMT_REBARS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'STEEL' and Industry 'Secondary Steel & TMT Rebars' based on core economic business exposure: Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.","Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.","Happy Forgings Limited specializes in direct reduced iron sponge iron, induction furnace billet casting and tmt rebars.",2024-01-01,9999-12-31,2026-08-23,25408.75,NSE BROAD MARKET (EQ)
HARDWYN,Hardwyn India Limited,,BUILDING MATERIALS,SEC_BUILDING_MATERIALS,Architectural Hardware & Fittings,IND_ARCHITECTURAL_HARDWARE_FITTINGS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'BUILDING MATERIALS' and Industry 'Architectural Hardware & Fittings' based on core economic business exposure: Architectural door fittings, mortise locks, glass hardware and kitchen accessories.","Architectural door fittings, mortise locks, glass hardware and kitchen accessories.","Hardwyn India Limited specializes in architectural door fittings, mortise locks, glass hardware and kitchen accessories.",2024-01-01,9999-12-31,2026-08-23,2302.88,NSE BROAD MARKET (EQ)
HARIOMPIPE,Hariom Pipe Industries Limited,,STEEL,SEC_STEEL,Steel Pipes & Tubes,IND_STEEL_PIPES_TUBES,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'STEEL' and Industry 'Steel Pipes & Tubes' based on core economic business exposure: Mild steel billets, HR strips, black steel pipes and galvanised ERW pipes.","Mild steel billets, HR strips, black steel pipes and galvanised ERW pipes.","Hariom Pipe Industries Limited specializes in mild steel billets, hr strips, black steel pipes and galvanised erw pipes.",2024-01-01,9999-12-31,2026-08-23,2943.88,NSE BROAD MARKET (EQ)
HARRMALAYA,Harrisons  Malayalam Limited,,TEA & COFFEE,SEC_TEA_COFFEE,Tea & Coffee Plantations,IND_TEA_COFFEE_PLANTATIONS,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'TEA & COFFEE' and Industry 'Tea & Coffee Plantations' based on core economic business exposure: Cultivation of tea and natural latex rubber plantations in South India.,Cultivation of tea and natural latex rubber plantations in South India.,Harrisons  Malayalam Limited specializes in cultivation of tea and natural latex rubber plantations in south india.,2024-01-01,9999-12-31,2026-08-23,827.12,NSE BROAD MARKET (EQ)
HARSHA,Harsha Engineers International Limited,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Precision Auto Engine Components,IND_PRECISION_AUTO_ENGINE_COMPONENTS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structural stampings.","Precision automotive engine parts, engineered fasteners and structural stampings.","Harsha Engineers International Limited specializes in precision automotive engine parts, engineered fasteners and structural stampings.",2024-01-01,9999-12-31,2026-08-23,4524.25,NSE BROAD MARKET (EQ)
HATHWAY,Hathway Cable & Datacom Limited,,CONSUMER ELECTRICALS,SEC_CONSUMER_ELECTRICALS,Wires & Cables,IND_WIRES_CABLES,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSUMER ELECTRICALS' and Industry 'Wires & Cables' based on core economic business exposure: Flame-retardant building wires, extra-high-voltage underground power cables and optical communication wires.","Flame-retardant building wires, extra-high-voltage underground power cables and optical communication wires.","Hathway Cable & Datacom Limited specializes in flame-retardant building wires, extra-high-voltage underground power cables and optical communication wires.",2024-01-01,9999-12-31,2026-08-23,5190.62,NSE BROAD MARKET (EQ)
HATSUN,Hatsun Agro Product Limited,,DAIRY & MILK PRODUCTS,SEC_DAIRY_MILK_PRODUCTS,Liquid Milk & Value-Added Dairy,IND_LIQUID_MILK_VALUE_ADDED_DAIRY,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'DAIRY & MILK PRODUCTS' and Industry 'Liquid Milk & Value-Added Dairy' based on core economic business exposure: Arokya liquid milk, Hatsun curd/butter/ghee and Ibaco/Arun ice cream chains.","Arokya liquid milk, Hatsun curd/butter/ghee and Ibaco/Arun ice cream chains.","Hatsun Agro Product Limited specializes in arokya liquid milk, hatsun curd/butter/ghee and ibaco/arun ice cream chains.",2024-01-01,9999-12-31,2026-08-23,8729.62,NSE BROAD MARKET (EQ)
HAVELLS,Havells India Limited,,CONSUMER ELECTRICALS,SEC_CONSUMER_ELECTRICALS,Wires & Cables,IND_WIRES_CABLES,0.35,0.35,HIGH,ANNUAL_REPORT_SEGMENT_REVENUE,Classified into Sector 'CONSUMER ELECTRICALS' and Industry 'Wires & Cables' based on core economic business exposure: Havells industrial power cables and flame retardant domestic building wires,Havells industrial power cables and flame retardant domestic building wires,"Havells India Limited is a diversified Indian corporate leader with operations across Wires & Cables, Air Conditioners & Commercial HVAC, Fast Moving Electrical Goods (FMEG), Heavy Switchgear & Automation.",2024-01-01,9999-12-31,2026-08-23,105288.33,NIFTY NEXT 50
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,,HEALTHCARE SERVICES,SEC_HEALTHCARE_SERVICES,Hospitals & Healthcare Chains,IND_HOSPITALS_HEALTHCARE_CHAINS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'HEALTHCARE SERVICES' and Industry 'Hospitals & Healthcare Chains' based on core economic business exposure: Multi-specialty tertiary care hospital chains providing surgical, oncology and intensive care beds.","Multi-specialty tertiary care hospital chains providing surgical, oncology and intensive care beds.","Sri Havisha Hospitality and Infrastructure Limited specializes in multi-specialty tertiary care hospital chains providing surgical, oncology and intensive care beds.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
HAWKINCOOK,Hawkins Cookers Limited,,CONSUMER DURABLES,SEC_CONSUMER_DURABLES,Kitchen Homeware & Cookware,IND_KITCHEN_HOMEWARE_COOKWARE,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CONSUMER DURABLES' and Industry 'Kitchen Homeware & Cookware' based on core economic business exposure: Hawkins pressure cookers, Futura hard-anodised cookware and die-cast non-stick pans.","Hawkins pressure cookers, Futura hard-anodised cookware and die-cast non-stick pans.","Hawkins Cookers Limited specializes in hawkins pressure cookers, futura hard-anodised cookware and die-cast non-stick pans.",2024-01-01,9999-12-31,2026-08-23,1105.88,NSE BROAD MARKET (EQ)
HAZOOR,Hazoor Multi Projects Limited,,CONSTRUCTION & INFRASTRUCTURE,SEC_CONSTRUCTION_INFRASTRUCTURE,Civil & Commercial Construction,IND_CIVIL_COMMERCIAL_CONSTRUCTION,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Civil & Commercial Construction' based on core economic business exposure: General contracting of institutional campuses, commercial towers, PEB structures and metro stations.","General contracting of institutional campuses, commercial towers, PEB structures and metro stations.","Hazoor Multi Projects Limited specializes in general contracting of institutional campuses, commercial towers, peb structures and metro stations.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
HBESD,HB Estate Developers Limited,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Precision Auto Engine Components,IND_PRECISION_AUTO_ENGINE_COMPONENTS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structural stampings.","Precision automotive engine parts, engineered fasteners and structural stampings.","HB Estate Developers Limited specializes in precision automotive engine parts, engineered fasteners and structural stampings.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
HBLENGINE,HBL Engineering Limited,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Precision Auto Engine Components,IND_PRECISION_AUTO_ENGINE_COMPONENTS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structural stampings.","Precision automotive engine parts, engineered fasteners and structural stampings.","HBL Engineering Limited specializes in precision automotive engine parts, engineered fasteners and structural stampings.",2024-01-01,9999-12-31,2026-08-23,90408.88,NSE BROAD MARKET (EQ)
HBPOR,HB Portfolio Limited,,SHIPBUILDING & PORTS,SEC_SHIPBUILDING_PORTS,Commercial Ports & Terminals,IND_COMMERCIAL_PORTS_TERMINALS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'SHIPBUILDING & PORTS' and Industry 'Commercial Ports & Terminals' based on core economic business exposure: Mechanized multi-cargo deep-draft seaports and container marine terminals.,Mechanized multi-cargo deep-draft seaports and container marine terminals.,HB Portfolio Limited specializes in mechanized multi-cargo deep-draft seaports and container marine terminals.,2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
HBSL,HB Stockholdings Limited,,FINANCE & NBFC,SEC_FINANCE_NBFC,Diversified Consumer & MSME NBFC,IND_DIVERSIFIED_CONSUMER_MSME_NBFC,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and retail credit cards.","Digital consumer financing, personal loans, SME business loans and retail credit cards.","HB Stockholdings Limited specializes in digital consumer financing, personal loans, sme business loans and retail credit cards.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
HCC,Hindustan Construction Company Limited,,CONSTRUCTION & INFRASTRUCTURE,SEC_CONSTRUCTION_INFRASTRUCTURE,Civil & Commercial Construction,IND_CIVIL_COMMERCIAL_CONSTRUCTION,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Civil & Commercial Construction' based on core economic business exposure: General contracting of institutional campuses, commercial towers, PEB structures and metro stations.","General contracting of institutional campuses, commercial towers, PEB structures and metro stations.","Hindustan Construction Company Limited specializes in general contracting of institutional campuses, commercial towers, peb structures and metro stations.",2024-01-01,9999-12-31,2026-08-23,80957.38,NSE BROAD MARKET (EQ)
HCG,Healthcare Global Enterprises Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,Finished Formulations,IND_FINISHED_FORMULATIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,Healthcare Global Enterprises Limited specializes in manufacturing and marketing of branded generic prescription medicines and otc oral solid dosages.,2024-01-01,9999-12-31,2026-08-23,8735.38,NSE BROAD MARKET (EQ)
HCL-INSYS,HCL Infosystems Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","HCL Infosystems Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,264.88,NSE BROAD MARKET (EQ)
HCLTECH,HCL Technologies Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","HCL Technologies Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,388841.8,NIFTY 50
HDBFS,HDB Financial Services Limited,,FINANCE & NBFC,SEC_FINANCE_NBFC,Diversified Consumer & MSME NBFC,IND_DIVERSIFIED_CONSUMER_MSME_NBFC,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and retail credit cards.","Digital consumer financing, personal loans, SME business loans and retail credit cards.","HDB Financial Services Limited specializes in digital consumer financing, personal loans, sme business loans and retail credit cards.",2024-01-01,9999-12-31,2026-08-23,64697.63,NSE BROAD MARKET (EQ)
HDFCAMC,HDFC Asset Management Company Limited,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Mutual Fund Asset Managers (AMC),IND_MUTUAL_FUND_ASSET_MANAGERS_AMC,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,Classified into Sector 'CAPITAL MARKETS' and Industry 'Stockbroking & Wealth Management' based on core economic business exposure: Capital market services and asset management.,HDFC Asset Management Company — India's 2nd largest AMC; manages HDFC Mutual Fund with ₹7+ lakh crore AUM,HDFC Asset Management Company Limited specializes in capital market services and asset management.,2024-01-01,9999-12-31,2026-08-23,231031.75,NSE BROAD MARKET (EQ)
HDFCBANK,HDFC Bank Limited,,BANKING,SEC_BANKING,Private Sector Banks,IND_PRIVATE_SECTOR_BANKS,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'CAPITAL MARKETS' and Industry 'Exchange Traded Funds (ETF)' based on core economic business exposure: Passive exchange traded fund tracking equities, debt or precious metals index.","HDFC Bank — India's largest private sector bank; retail, wholesale, corporate banking, credit cards, digital banking","HDFC Bank Limited specializes in passive exchange traded fund tracking equities, debt or precious metals index.",2024-01-01,9999-12-31,2026-08-23,3802436.8,NIFTY 50
