date,basic_industry,Q1_CURRENT_STRENGTH,EXPECTED_RETURN_20D,P_gt_5pct_20D,BEST_HORIZON,OPPORTUNITY_CLASS,Q3_KEY_POSITIVE_DRIVERS,Q3_KEY_RISK_FACTORS
2024-11-07,Fast Moving Consumer Goods,51.2,2.98,39.2,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+0.5% 20D RS); +Strength Accelerating (+16.1 pts),-Weak Breadth Participation (54% > SMA50)
2024-11-08,Fast Moving Consumer Goods,38.4,-2.71,16.0,60D_STRUCTURAL,NEUTRAL,,-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-2.2% 20D RS)
2024-11-11,Fast Moving Consumer Goods,37.4,-4.36,11.9,60D_STRUCTURAL,WEAKENING,,-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-4.0% 20D RS)
2024-11-12,Fast Moving Consumer Goods,28.1,-7.62,6.6,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-5.1% 20D RS)
2024-11-13,Fast Moving Consumer Goods,28.3,-7.91,6.2,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-8.0% 20D RS)
2024-11-14,Fast Moving Consumer Goods,29.0,-7.75,6.4,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-4.9% 20D RS)
2024-11-18,Fast Moving Consumer Goods,27.1,-7.54,6.7,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-7.2% 20D RS)
2024-11-19,Fast Moving Consumer Goods,42.3,-0.96,21.7,60D_STRUCTURAL,NEUTRAL,+Strength Accelerating (+4.9 pts); +Volume Accumulation (2.9x 20D avg),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-5.4% 20D RS)
2024-11-20,Fast Moving Consumer Goods,40.9,0.12,25.8,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+12.8 pts); +Volume Accumulation (1.7x 20D avg),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-1.5% 20D RS)
2024-11-21,Fast Moving Consumer Goods,39.8,-0.37,23.9,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+11.5 pts); +Volume Accumulation (1.5x 20D avg),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-4.8% 20D RS)
2024-11-22,Fast Moving Consumer Goods,40.3,-0.28,24.2,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+11.3 pts),-Weak Breadth Participation (46% > SMA50); -Underperforming NIFTY (-3.5% 20D RS)
2024-11-25,Fast Moving Consumer Goods,48.4,2.33,35.9,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+2.8% 20D RS); +Strength Accelerating (+21.4 pts); +Volume Accumulation (1.6x 20D avg),-Weak Breadth Participation (46% > SMA50)
2024-11-26,Fast Moving Consumer Goods,45.0,-0.73,22.5,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+1.6% 20D RS); +Strength Accelerating (+2.6 pts),-Weak Breadth Participation (46% > SMA50)
2024-11-27,Fast Moving Consumer Goods,47.2,0.47,27.3,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+0.0% 20D RS); +Strength Accelerating (+6.3 pts),-Weak Breadth Participation (54% > SMA50)
2024-11-28,Fast Moving Consumer Goods,51.0,2.25,35.5,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (62% > SMA50); +Strength Accelerating (+11.2 pts),-Underperforming NIFTY (-0.6% 20D RS)
2024-11-29,Fast Moving Consumer Goods,51.6,2.43,36.4,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (69% > SMA50); +Strength Accelerating (+11.3 pts),-Underperforming NIFTY (-2.1% 20D RS)
2024-12-02,Fast Moving Consumer Goods,51.3,0.82,28.8,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (69% > SMA50); +Strength Accelerating (+2.8 pts),-Underperforming NIFTY (-2.0% 20D RS)
2024-12-03,Fast Moving Consumer Goods,53.9,2.53,36.9,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (77% > SMA50); +Strength Accelerating (+8.9 pts),-Underperforming NIFTY (-1.2% 20D RS)
2024-12-04,Fast Moving Consumer Goods,52.4,1.5,31.9,5D_SHORT_TERM,NEUTRAL,+Broad Industry Participation (77% > SMA50); +Strength Accelerating (+5.2 pts),-Underperforming NIFTY (-1.8% 20D RS)
2024-12-05,Fast Moving Consumer Goods,55.7,2.23,35.4,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (77% > SMA50); +Strength Accelerating (+4.7 pts),-Underperforming NIFTY (-2.7% 20D RS)
2024-12-06,Fast Moving Consumer Goods,53.4,1.13,30.2,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (77% > SMA50),-Underperforming NIFTY (-3.6% 20D RS)
2024-12-09,Fast Moving Consumer Goods,57.6,2.97,39.2,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (77% > SMA50); +Strength Accelerating (+6.3 pts),-Underperforming NIFTY (-0.9% 20D RS)
2024-12-10,Fast Moving Consumer Goods,60.2,3.57,42.3,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (77% > SMA50); +Outperforming NIFTY (+1.2% 20D RS); +Strength Accelerating (+6.3 pts),
2024-12-11,Fast Moving Consumer Goods,61.0,4.2,45.7,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (77% > SMA50); +Outperforming NIFTY (+2.4% 20D RS); +Strength Accelerating (+8.6 pts),
2024-12-12,Fast Moving Consumer Goods,58.9,2.71,37.8,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+4.5% 20D RS); +Strength Accelerating (+3.2 pts),
2024-12-13,Fast Moving Consumer Goods,56.7,2.2,35.3,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (77% > SMA50); +Outperforming NIFTY (+1.8% 20D RS); +Strength Accelerating (+3.3 pts),
2024-12-16,Fast Moving Consumer Goods,57.1,1.6,32.4,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+3.3% 20D RS),
2024-12-17,Fast Moving Consumer Goods,56.7,1.0,29.6,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+3.0% 20D RS),-Strength Decelerating (-3.4 pts)
2024-12-18,Fast Moving Consumer Goods,54.1,-0.24,24.4,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+3.0% 20D RS); +Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (54% > SMA50); -Strength Decelerating (-6.9 pts)
2024-12-19,Fast Moving Consumer Goods,61.9,3.39,41.4,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+4.7% 20D RS); +Strength Accelerating (+3.0 pts),
2024-12-20,Fast Moving Consumer Goods,36.8,-5.86,9.1,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+1.4% 20D RS),-Weak Breadth Participation (31% > SMA50); -Strength Decelerating (-19.9 pts)
2024-12-23,Fast Moving Consumer Goods,28.8,-7.8,6.4,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-3.7% 20D RS)
2024-12-24,Fast Moving Consumer Goods,34.9,-6.32,8.3,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.3x 20D avg),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-3.3% 20D RS)
2024-12-25,Fast Moving Consumer Goods,34.8,-6.34,8.3,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-4.2% 20D RS)
2024-12-26,Fast Moving Consumer Goods,28.2,-7.93,6.2,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-5.7% 20D RS)
2024-12-27,Fast Moving Consumer Goods,26.6,-7.44,6.8,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-6.1% 20D RS)
2024-12-30,Fast Moving Consumer Goods,25.2,-6.61,7.9,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-7.6% 20D RS)
2024-12-31,Fast Moving Consumer Goods,29.4,-5.94,8.9,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-6.9% 20D RS)
2025-01-01,Fast Moving Consumer Goods,36.9,-2.78,15.8,60D_STRUCTURAL,NEUTRAL,+Strength Accelerating (+2.0 pts),-Weak Breadth Participation (54% > SMA50); -Underperforming NIFTY (-6.8% 20D RS)
2025-01-02,Fast Moving Consumer Goods,38.1,-1.09,21.2,5D_SHORT_TERM,NEUTRAL,+Broad Industry Participation (62% > SMA50); +Strength Accelerating (+9.9 pts),-Underperforming NIFTY (-6.3% 20D RS)
2025-01-03,Fast Moving Consumer Goods,40.8,0.34,26.8,5D_SHORT_TERM,NEUTRAL,+Broad Industry Participation (62% > SMA50); +Strength Accelerating (+14.2 pts),-Underperforming NIFTY (-5.3% 20D RS)
2025-01-06,Fast Moving Consumer Goods,24.5,-6.26,8.4,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.3x 20D avg),-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-8.5% 20D RS)
2025-01-07,Fast Moving Consumer Goods,34.6,-2.76,15.9,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+5.2 pts),-Weak Breadth Participation (54% > SMA50); -Underperforming NIFTY (-6.8% 20D RS)
2025-01-08,Fast Moving Consumer Goods,21.5,-9.53,4.6,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-8.5% 20D RS)
2025-01-09,Fast Moving Consumer Goods,24.4,-8.61,5.5,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-7.8% 20D RS)
2025-01-10,Fast Moving Consumer Goods,25.8,-8.51,5.6,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-9.9% 20D RS)
2025-01-13,Fast Moving Consumer Goods,15.9,-9.74,4.5,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-12.8% 20D RS)
2025-01-14,Fast Moving Consumer Goods,19.2,-10.09,4.2,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-11.2% 20D RS)
2025-01-15,Fast Moving Consumer Goods,18.0,-8.34,5.8,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (8% > SMA50); -Underperforming NIFTY (-10.9% 20D RS)
2025-01-16,Fast Moving Consumer Goods,16.2,-9.61,4.6,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (8% > SMA50); -Underperforming NIFTY (-9.8% 20D RS)
2025-01-17,Fast Moving Consumer Goods,25.3,-6.02,8.8,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-7.0% 20D RS)
2025-01-20,Fast Moving Consumer Goods,31.5,-1.75,19.0,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+15.6 pts),-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-4.1% 20D RS)
2025-01-21,Fast Moving Consumer Goods,28.8,-3.34,14.3,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+9.6 pts),-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-5.8% 20D RS)
2025-01-22,Fast Moving Consumer Goods,27.1,-3.86,13.1,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+9.1 pts); +Volume Accumulation (1.8x 20D avg),-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-7.4% 20D RS)
2025-01-23,Fast Moving Consumer Goods,27.5,-3.36,14.3,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+11.3 pts),-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-7.1% 20D RS)
2025-01-24,Fast Moving Consumer Goods,18.4,-8.84,5.2,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (8% > SMA50); -Underperforming NIFTY (-8.9% 20D RS)
2025-01-27,Fast Moving Consumer Goods,18.7,-9.8,4.4,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (8% > SMA50); -Underperforming NIFTY (-10.6% 20D RS)
2025-01-28,Fast Moving Consumer Goods,17.5,-9.85,4.4,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (0% > SMA50); -Underperforming NIFTY (-11.7% 20D RS)
2025-01-29,Fast Moving Consumer Goods,17.8,-9.39,4.7,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (8% > SMA50); -Underperforming NIFTY (-10.3% 20D RS)
2025-01-30,Fast Moving Consumer Goods,16.2,-10.13,4.2,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (8% > SMA50); -Underperforming NIFTY (-11.0% 20D RS)
2025-01-31,Fast Moving Consumer Goods,17.6,-7.93,6.2,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (8% > SMA50); -Underperforming NIFTY (-10.8% 20D RS)
2025-02-03,Fast Moving Consumer Goods,31.1,-2.29,17.3,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+12.4 pts); +Volume Accumulation (1.6x 20D avg),-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-5.3% 20D RS)
2025-02-04,Fast Moving Consumer Goods,36.0,-0.67,22.7,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+18.5 pts); +Volume Accumulation (2.3x 20D avg),-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-6.3% 20D RS)
2025-02-05,Fast Moving Consumer Goods,37.4,-0.33,24.0,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+19.6 pts); +Volume Accumulation (1.2x 20D avg),-Weak Breadth Participation (38% > SMA50); -Underperforming NIFTY (-4.5% 20D RS)
2025-02-06,Fast Moving Consumer Goods,36.6,-0.52,23.3,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+20.4 pts),-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-3.9% 20D RS)
2025-02-07,Fast Moving Consumer Goods,52.8,3.37,41.3,5D_SHORT_TERM,EMERGING_LEADER,+Strength Accelerating (+35.2 pts); +Volume Accumulation (3.2x 20D avg),-Weak Breadth Participation (46% > SMA50); -Underperforming NIFTY (-1.1% 20D RS)
2025-02-10,Fast Moving Consumer Goods,39.2,-1.15,21.0,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+1.6% 20D RS); +Strength Accelerating (+8.0 pts),-Weak Breadth Participation (31% > SMA50)
2025-02-11,Fast Moving Consumer Goods,30.3,-5.76,9.2,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-4.1% 20D RS)
2025-02-12,Fast Moving Consumer Goods,38.1,-2.74,16.0,60D_STRUCTURAL,NEUTRAL,+Volume Accumulation (2.1x 20D avg),-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-3.2% 20D RS)
2025-02-13,Fast Moving Consumer Goods,35.3,-3.76,13.3,60D_STRUCTURAL,NEUTRAL,+Volume Accumulation (3.3x 20D avg),-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-5.0% 20D RS)
2025-02-14,Fast Moving Consumer Goods,27.6,-8.07,6.0,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (2.1x 20D avg),-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-6.5% 20D RS)
2025-02-17,Fast Moving Consumer Goods,28.6,-7.03,7.3,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.8x 20D avg),-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-5.3% 20D RS)
2025-02-18,Fast Moving Consumer Goods,37.4,-1.74,19.0,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+7.1 pts); +Volume Accumulation (4.7x 20D avg),-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-4.2% 20D RS)
2025-02-19,Fast Moving Consumer Goods,33.0,-4.98,10.7,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (2.1x 20D avg),-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-1.2% 20D RS)
2025-02-20,Fast Moving Consumer Goods,37.8,-2.46,16.8,60D_STRUCTURAL,NEUTRAL,+Strength Accelerating (+2.5 pts),-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-1.3% 20D RS)
2025-02-21,Fast Moving Consumer Goods,34.9,-2.3,17.2,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+7.3 pts),-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-1.2% 20D RS)
2025-02-24,Fast Moving Consumer Goods,40.2,-0.25,24.4,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+0.6% 20D RS); +Strength Accelerating (+11.6 pts),-Weak Breadth Participation (31% > SMA50)
2025-02-25,Fast Moving Consumer Goods,38.1,-2.74,16.0,60D_STRUCTURAL,NEUTRAL,+Outperforming NIFTY (+0.8% 20D RS),-Weak Breadth Participation (31% > SMA50)
2025-02-27,Fast Moving Consumer Goods,30.3,-5.22,10.2,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-3.4% 20D RS)
2025-02-28,Fast Moving Consumer Goods,26.4,-7.75,6.4,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.6x 20D avg),-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-6.6% 20D RS)
2025-03-03,Fast Moving Consumer Goods,23.7,-8.35,5.7,60D_STRUCTURAL,DISTRIBUTION,+Volume Accumulation (1.4x 20D avg),-Weak Breadth Participation (15% > SMA50); -Underperforming NIFTY (-10.0% 20D RS)
2025-03-04,Fast Moving Consumer Goods,25.6,-8.5,5.6,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-10.3% 20D RS)
2025-03-05,Fast Moving Consumer Goods,27.1,-7.47,6.7,60D_STRUCTURAL,DISTRIBUTION,,-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-8.5% 20D RS)
2025-03-06,Fast Moving Consumer Goods,31.8,-4.11,12.5,60D_STRUCTURAL,LAGGING,+Volume Accumulation (1.2x 20D avg),-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-6.6% 20D RS)
2025-03-07,Fast Moving Consumer Goods,29.2,-4.49,11.7,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+2.8 pts),-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-7.1% 20D RS)
2025-03-10,Fast Moving Consumer Goods,29.1,-4.04,12.7,5D_SHORT_TERM,LAGGING,+Strength Accelerating (+5.4 pts),-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-8.8% 20D RS)
2025-03-11,Fast Moving Consumer Goods,27.6,-5.03,10.6,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (31% > SMA50); -Underperforming NIFTY (-8.0% 20D RS)
2025-03-12,Fast Moving Consumer Goods,35.8,-1.83,18.7,5D_SHORT_TERM,NEUTRAL,+Strength Accelerating (+8.7 pts),-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-3.3% 20D RS)
2025-03-13,Fast Moving Consumer Goods,31.2,-4.61,11.4,60D_STRUCTURAL,LAGGING,,-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-5.0% 20D RS)
2025-03-17,Fast Moving Consumer Goods,32.6,-3.55,13.8,60D_STRUCTURAL,LAGGING,+Strength Accelerating (+3.5 pts),-Weak Breadth Participation (23% > SMA50); -Underperforming NIFTY (-2.8% 20D RS)
2025-03-18,Fast Moving Consumer Goods,39.9,-0.5,23.4,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+0.9% 20D RS); +Strength Accelerating (+10.8 pts),-Weak Breadth Participation (31% > SMA50)
2025-03-19,Fast Moving Consumer Goods,41.6,0.53,27.6,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+0.9% 20D RS); +Strength Accelerating (+14.1 pts),-Weak Breadth Participation (31% > SMA50)
2025-03-20,Fast Moving Consumer Goods,43.4,-0.22,24.5,5D_SHORT_TERM,NEUTRAL,+Outperforming NIFTY (+1.4% 20D RS); +Strength Accelerating (+7.6 pts),-Weak Breadth Participation (38% > SMA50)
2025-03-21,Fast Moving Consumer Goods,52.5,3.3,40.9,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (62% > SMA50); +Outperforming NIFTY (+1.2% 20D RS); +Strength Accelerating (+21.3 pts),
2025-03-24,Fast Moving Consumer Goods,55.6,4.04,44.8,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+2.9% 20D RS); +Strength Accelerating (+23.0 pts),
2025-03-25,Fast Moving Consumer Goods,52.1,2.7,37.8,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+2.5% 20D RS); +Strength Accelerating (+12.2 pts),
2025-03-26,Fast Moving Consumer Goods,48.0,0.68,28.2,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (62% > SMA50); +Outperforming NIFTY (+1.9% 20D RS); +Strength Accelerating (+6.4 pts),
2025-03-27,Fast Moving Consumer Goods,49.6,1.0,29.6,5D_SHORT_TERM,EMERGING_LEADER,+Outperforming NIFTY (+2.6% 20D RS); +Strength Accelerating (+6.2 pts); +Volume Accumulation (1.2x 20D avg),-Weak Breadth Participation (54% > SMA50)
2025-03-28,Fast Moving Consumer Goods,54.6,1.47,31.8,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+5.1% 20D RS); +Strength Accelerating (+2.1 pts),
2025-04-01,Fast Moving Consumer Goods,56.2,1.59,32.3,60D_STRUCTURAL,NEUTRAL,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+9.0% 20D RS),
2025-04-02,Fast Moving Consumer Goods,63.8,5.4,52.2,5D_SHORT_TERM,EMERGING_LEADER,+Broad Industry Participation (77% > SMA50); +Outperforming NIFTY (+13.9% 20D RS); +Strength Accelerating (+11.7 pts),
2025-04-03,Fast Moving Consumer Goods,65.7,6.46,57.8,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (85% > SMA50); +Outperforming NIFTY (+12.0% 20D RS); +Strength Accelerating (+17.6 pts),
2025-04-04,Fast Moving Consumer Goods,55.0,2.19,35.2,5D_SHORT_TERM,NEUTRAL,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+6.5% 20D RS); +Strength Accelerating (+5.5 pts),
2025-04-07,Fast Moving Consumer Goods,37.8,-5.62,9.5,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+0.2% 20D RS); +Volume Accumulation (1.6x 20D avg),-Weak Breadth Participation (23% > SMA50); -Strength Decelerating (-16.7 pts)
2025-04-08,Fast Moving Consumer Goods,47.7,-2.06,18.0,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (62% > SMA50); +Outperforming NIFTY (+2.9% 20D RS),-Strength Decelerating (-8.4 pts)
2025-04-09,Fast Moving Consumer Goods,43.2,-4.34,12.0,60D_STRUCTURAL,WEAKENING,+Outperforming NIFTY (+4.7% 20D RS),-Weak Breadth Participation (46% > SMA50); -Strength Decelerating (-20.6 pts)
2025-04-11,Fast Moving Consumer Goods,55.0,-0.73,22.5,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+7.8% 20D RS),-Strength Decelerating (-10.7 pts)
2025-04-15,Fast Moving Consumer Goods,65.4,5.58,53.1,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (77% > SMA50); +Outperforming NIFTY (+11.1% 20D RS); +Strength Accelerating (+10.4 pts),
2025-04-16,Fast Moving Consumer Goods,76.1,8.97,70.2,5D_SHORT_TERM,LEADING,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+13.1% 20D RS); +Strength Accelerating (+38.3 pts),
2025-04-17,Fast Moving Consumer Goods,72.4,8.08,66.1,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (85% > SMA50); +Outperforming NIFTY (+12.5% 20D RS); +Strength Accelerating (+24.7 pts),
2025-04-21,Fast Moving Consumer Goods,70.7,7.68,64.1,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+10.9% 20D RS); +Strength Accelerating (+27.6 pts),
2025-04-22,Fast Moving Consumer Goods,71.8,7.94,65.4,5D_SHORT_TERM,ESTABLISHED_LEADER,+Broad Industry Participation (92% > SMA50); +Outperforming NIFTY (+10.0% 20D RS); +Strength Accelerating (+16.9 pts),
2025-04-23,Fast Moving Consumer Goods,77.7,8.86,69.7,5D_SHORT_TERM,LEADING,+Broad Industry Participation (100% > SMA50); +Outperforming NIFTY (+10.6% 20D RS); +Strength Accelerating (+12.3 pts),
2025-04-24,Fast Moving Consumer Goods,76.6,6.49,58.0,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (100% > SMA50); +Outperforming NIFTY (+9.7% 20D RS),
2025-04-25,Fast Moving Consumer Goods,75.2,6.56,58.4,20D_CORE_SWING,LEADING,+Broad Industry Participation (100% > SMA50); +Outperforming NIFTY (+5.9% 20D RS); +Strength Accelerating (+2.8 pts),
2025-04-28,Fast Moving Consumer Goods,80.0,8.87,69.8,5D_SHORT_TERM,LEADING,+Broad Industry Participation (100% > SMA50); +Outperforming NIFTY (+9.4% 20D RS); +Strength Accelerating (+9.3 pts),
2025-04-29,Fast Moving Consumer Goods,78.4,8.0,65.7,5D_SHORT_TERM,LEADING,+Broad Industry Participation (100% > SMA50); +Outperforming NIFTY (+11.1% 20D RS); +Strength Accelerating (+6.6 pts),
2025-04-30,Fast Moving Consumer Goods,75.6,5.77,54.2,20D_CORE_SWING,ESTABLISHED_LEADER,+Broad Industry Participation (100% > SMA50); +Outperforming NIFTY (+8.7% 20D RS),-Strength Decelerating (-2.1 pts)
2025-05-02,Fast Moving Consumer Goods,67.6,2.57,37.1,60D_STRUCTURAL,ESTABLISHED_LEADER,+Broad Industry Participation (85% > SMA50); +Outperforming NIFTY (+7.9% 20D RS); +Volume Accumulation (1.3x 20D avg),-Strength Decelerating (-9.1 pts)
2025-05-05,Fast Moving Consumer Goods,68.0,3.04,39.5,60D_STRUCTURAL,ESTABLISHED_LEADER,+Broad Industry Participation (85% > SMA50); +Outperforming NIFTY (+8.8% 20D RS),-Strength Decelerating (-7.2 pts)
2025-05-06,Fast Moving Consumer Goods,58.1,-0.75,22.4,60D_STRUCTURAL,WEAKENING,+Broad Industry Participation (69% > SMA50); +Outperforming NIFTY (+5.8% 20D RS),-Strength Decelerating (-21.9 pts)
