symbol,company_name,macro_sector,niche_subsector,business_segment,segment_tag,is_core_revenue,segment_description
HFCL,HFCL Limited,Electronic Manufacturing Services (EMS),Optical Fiber Cables & 5G Telecom Hardware,Optical Fiber Cables & 5G Telecom Hardware,PRIMARY,1,Core Operating Division: Optical Fiber Cables & 5G Telecom Hardware
HGINFRA,H.G. Infra Engineering Limited,Civil Infrastructure & EPC,"Highways, Bridges, Urban Metro & Infrastructure EPC","Highways, Bridges, Urban Metro & Infrastructure EPC",PRIMARY,1,"Core Operating Division: Highways, Bridges, Urban Metro & Infrastructure EPC"
HGM,HandsOn Global Management (HGM) Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HGS,Hinduja Global Solutions Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
HIKAL,Hikal Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HILINFRA,Highway Infrastructure Limited,Civil Infrastructure & EPC,"Highways, Bridges, Urban Metro & Infrastructure EPC","Highways, Bridges, Urban Metro & Infrastructure EPC",PRIMARY,1,"Core Operating Division: Highways, Bridges, Urban Metro & Infrastructure EPC"
HILTON,Hilton Metal Forging Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
HIMATSEIDE,Himatsingka Seide Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HINDADH,Hindustan Adhesives Limited,"Paints, Coatings & Adhesives","Decorative Wall Coatings, Enamels & Adhesives","Decorative Wall Coatings, Enamels & Adhesives",PRIMARY,1,"Core Operating Division: Decorative Wall Coatings, Enamels & Adhesives"
HINDALCO,Hindalco Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
HINDALUMI,Hind Aluminium Industries Limited,"Metals, Minerals & Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining",PRIMARY,1,"Core Operating Division: Aluminium Smelting, Non-Ferrous & Mineral Mining"
HINDCOMPOS,Hindustan Composites Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
HINDCON,Hindcon Chemicals Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
HINDCOPPER,Hindustan Copper Limited,"Metals, Minerals & Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining",PRIMARY,1,"Core Operating Division: Aluminium Smelting, Non-Ferrous & Mineral Mining"
HINDOILEXP,Hindustan Oil Exploration Company Limited,"Oil & Gas Exploration, Refining & Petrochemicals","Oil & Gas Exploration, Refining & Gas Distribution","Oil & Gas Exploration, Refining & Gas Distribution",PRIMARY,1,"Core Operating Division: Oil & Gas Exploration, Refining & Gas Distribution"
HINDPETRO,Hindustan Petroleum Corporation Limited,"Oil & Gas Exploration, Refining & Petrochemicals","Oil & Gas Exploration, Refining & Gas Distribution","Oil & Gas Exploration, Refining & Gas Distribution",PRIMARY,1,"Core Operating Division: Oil & Gas Exploration, Refining & Gas Distribution"
HINDUNILVR,Hindustan Unilever Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
HINDWAREAP,Hindware Home Innovation Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
HINDZINC,Hindustan Zinc Limited,"Metals, Minerals & Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining",PRIMARY,1,"Core Operating Division: Aluminium Smelting, Non-Ferrous & Mineral Mining"
HIRECT,Hirect Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HISARMETAL,Hisar Metal Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
HITECH,Hi-Tech Pipes Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
HITECHCORP,Hitech Corporation Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
HITECHGEAR,The Hi-Tech Gears Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
HLEGLAS,HLE Glascoat Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HLVLTD,HLV LIMITED,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HMAAGRO,HMA Agro Industries Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
HMT,HMT Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HMVL,Hindustan Media Ventures Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
HNDFDS,Hindustan Foods Limited,"FMCG, Food Staples & Personal Care",FMCG Contract Manufacturing & Packaged Foods,FMCG Contract Manufacturing & Packaged Foods,PRIMARY,1,Core Operating Division: FMCG Contract Manufacturing & Packaged Foods
HOMEFIRST,Home First Finance Company India Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
HONASA,Honasa Consumer Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HONAUT,Honeywell Automation India Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
HONDAPOWER,Honda India Power Products Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
HPAL,HP Adhesives Limited,"Paints, Coatings & Adhesives","Decorative Wall Coatings, Enamels & Adhesives","Decorative Wall Coatings, Enamels & Adhesives",PRIMARY,1,"Core Operating Division: Decorative Wall Coatings, Enamels & Adhesives"
HPIL,Hindprakash Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
HPL,HPL Electric & Power Limited,Electronic Manufacturing Services (EMS),"Electronic Energy Meters, Switchgear & Modular Switches","Electronic Energy Meters, Switchgear & Modular Switches",PRIMARY,1,"Core Operating Division: Electronic Energy Meters, Switchgear & Modular Switches"
HRYNSHP,Hariyana Ship Breakers Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HSCL,Himadri Speciality Chemical Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
HTMEDIA,HT Media Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
HUBTOWN,Hubtown Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
HUDCO,Housing & Urban Development Corporation Limited,Real Estate Development,"Residential Housing, Townships & Commercial Tech Parks","Residential Housing, Townships & Commercial Tech Parks",PRIMARY,1,"Core Operating Division: Residential Housing, Townships & Commercial Tech Parks"
HUHTAMAKI,Huhtamaki India Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
HYBRIDFIN,Hybrid Financial Services Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
HYUNDAI,Hyundai Motor India Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
IBULLSLTD,Indiabulls Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
ICDSLTD,ICDS Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
ICEMAKE,Ice Make Refrigeration Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
ICICIAMC,ICICI Prudential Asset Management Company Limited,"Capital Markets, Broking & Wealth Management","Stock Exchanges, Depositories, Wealth & Asset Management","Stock Exchanges, Depositories, Wealth & Asset Management",PRIMARY,1,"Core Operating Division: Stock Exchanges, Depositories, Wealth & Asset Management"
ICICIBANK,ICICI Bank Limited,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
ICICIGI,ICICI Lombard General Insurance Company Limited,"Insurance (Life, Health & General)","Life, Health & General Asset Insurance","Life, Health & General Asset Insurance",PRIMARY,1,"Core Operating Division: Life, Health & General Asset Insurance"
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
ICIL,Indo Count Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
ICRA,ICRA Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
IDBI,IDBI Bank Limited,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
IDEA,Vodafone Idea Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
IDEAFORGE,Ideaforge Technology Limited,Aerospace & Defence,Tactical Surveillance UAVs & Drones (SWITCH),Tactical Surveillance UAVs & Drones (SWITCH),PRIMARY,1,Core Operating Division: Tactical Surveillance UAVs & Drones (SWITCH)
IDFCFIRSTB,IDFC First Bank Limited,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
IEX,Indian Energy Exchange Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
IFBAGRO,IFB Agro Industries Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
IFBIND,IFB Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
IFCI,IFCI Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
IFGLEXPOR,IFGL Refractories Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
IGARASHI,Igarashi Motors India Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
IGCL,Indogulf Cropsciences Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
IGIL,International Gemological Institute Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
IGL,Indraprastha Gas Limited,"Oil & Gas Exploration, Refining & Petrochemicals","Oil & Gas Exploration, Refining & Gas Distribution","Oil & Gas Exploration, Refining & Gas Distribution",PRIMARY,1,"Core Operating Division: Oil & Gas Exploration, Refining & Gas Distribution"
IGPL,IG Petrochemicals Limited,"Oil & Gas Exploration, Refining & Petrochemicals","Oil & Gas Exploration, Refining & Gas Distribution","Oil & Gas Exploration, Refining & Gas Distribution",PRIMARY,1,"Core Operating Division: Oil & Gas Exploration, Refining & Gas Distribution"
IIFL,IIFL Finance Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
IIFLCAPS,IIFL Capital Services Limited,API & CDMO Manufacturing,Active Pharmaceutical Ingredients & CDMO Synthesis,Active Pharmaceutical Ingredients & CDMO Synthesis,PRIMARY,1,Core Operating Division: Active Pharmaceutical Ingredients & CDMO Synthesis
IITL,Industrial Investment Trust Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
IKIO,IKIO Technologies Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
IKS,Inventurus Knowledge Solutions Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Civil Infrastructure & EPC,"Highways, Bridges, Urban Metro & Infrastructure EPC","Highways, Bridges, Urban Metro & Infrastructure EPC",PRIMARY,1,"Core Operating Division: Highways, Bridges, Urban Metro & Infrastructure EPC"
IL&FSTRANS,IL&FS Transportation Networks Limited,"Logistics, Ports & Shipping","Express Logistics, Container Rail Freight, Ports & Marine","Express Logistics, Container Rail Freight, Ports & Marine",PRIMARY,1,"Core Operating Division: Express Logistics, Container Rail Freight, Ports & Marine"
IMAGICAA,Imagicaaworld Entertainment Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
IMFA,Indian Metals & Ferro Alloys Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
IMPAL,India Motor Parts and Accessories Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
IMPEXFERRO,Impex Ferro Tech Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
INA,Insolation Energy Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDBANK,Indbank Merchant Banking Services Limited,Exchange Traded Funds (ETFs) & Index Funds,"Equity, Debt & Commodity Index Tracking ETFs","Equity, Debt & Commodity Index Tracking ETFs",PRIMARY,1,"Core Operating Division: Equity, Debt & Commodity Index Tracking ETFs"
INDGN,Indegene Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDHOTEL,The Indian Hotels Company Limited,Hotels & Luxury Resorts,"Luxury Palaces, Heritage Resorts & Business Hotels","Luxury Palaces, Heritage Resorts & Business Hotels",PRIMARY,1,"Core Operating Division: Luxury Palaces, Heritage Resorts & Business Hotels"
INDIACEM,The India Cements Limited,Cement & Building Materials,"Cement, Clinker, Ceramic Tiles & Building Glass","Cement, Clinker, Ceramic Tiles & Building Glass",PRIMARY,1,"Core Operating Division: Cement, Clinker, Ceramic Tiles & Building Glass"
INDIAGLYCO,India Glycols Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDIAMART,Indiamart Intermesh Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDIANB,Indian Bank,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
INDIANCARD,Indian Card Clothing Company Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
INDIANHUME,Indian Hume Pipe Company Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDIASHLTR,India Shelter Finance Corporation Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
INDIGO,InterGlobe Aviation Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDIGOPNTS,Indigo Paints Limited,"Paints, Coatings & Adhesives","Decorative Wall Coatings, Enamels & Adhesives","Decorative Wall Coatings, Enamels & Adhesives",PRIMARY,1,"Core Operating Division: Decorative Wall Coatings, Enamels & Adhesives"
INDIQUBE,Indiqube Spaces Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDNIPPON,India Nippon Electricals Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
INDOAMIN,Indo Amines Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
INDOBORAX,Indo Borax & Chemicals Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
INDOCO,Indoco Remedies Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
INDOFARM,Indo Farm Equipment Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDOKEM,Indokem Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDOMIM,INDO-MIM Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDORAMA,Indo Rama Synthetics (India) Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
INDOSTAR,IndoStar Capital Finance Limited,API & CDMO Manufacturing,Active Pharmaceutical Ingredients & CDMO Synthesis,Active Pharmaceutical Ingredients & CDMO Synthesis,PRIMARY,1,Core Operating Division: Active Pharmaceutical Ingredients & CDMO Synthesis
INDOTECH,Indo Tech Transformers Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
INDOTHAI,Indo Thai Securities Limited,"Capital Markets, Broking & Wealth Management","Stock Exchanges, Depositories, Wealth & Asset Management","Stock Exchanges, Depositories, Wealth & Asset Management",PRIMARY,1,"Core Operating Division: Stock Exchanges, Depositories, Wealth & Asset Management"
INDOUS,Indo Us Biotech Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
INDOWIND,Indowind Energy Limited,Solar & Renewable Energy,"Solar PV Modules, Wind Turbines & Clean Energy","Solar PV Modules, Wind Turbines & Clean Energy",PRIMARY,1,"Core Operating Division: Solar PV Modules, Wind Turbines & Clean Energy"
INDPRUD,Industrial & Prudential Investment Company Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
INDRAMEDCO,Indraprastha Medical Corporation Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
INDSWFTLAB,Ind-Swift Laboratories Limited,Diagnostic Pathology & Imaging,Clinical Pathology & Diagnostic Radiology,Clinical Pathology & Diagnostic Radiology,PRIMARY,1,Core Operating Division: Clinical Pathology & Diagnostic Radiology
