symbol,old_sector,old_industry,new_sector,new_industry,classification_changed,reason,confidence
JYOTICNC,AUTO ANCILLARIES,General Auto Components,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'AUTO ANCILLARIES / General Auto Components' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
JYOTIGLOBL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
JYOTIRES,PAINTS & COATINGS,Adhesives & Construction Chemicals,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'PAINTS & COATINGS / Adhesives & Construction Chemicals' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
JYOTISTRUC,ELECTRICAL EQUIPMENT,Power & Distribution Transformers,METALS & FABRICATION,Precision Metal Fabrication,True,Reclassified from legacy 'ELECTRICAL EQUIPMENT / Power & Distribution Transformers' to clean economic model 'METALS & FABRICATION / Precision Metal Fabrication',HIGH
K2INFRA,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Roads & Highways EPC',HIGH
KABRAEXTRU,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
KAJARIACER,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,False,Refined into crisp 2-tier Sector + Industry framework,HIGH
KAKATCEM,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol Distilleries,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol Distilleries' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
KALAMANDIR,TEXTILES,Cotton Spinning & Fabric Weaving,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'TEXTILES / Cotton Spinning & Fabric Weaving' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
KALANA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOD PROCESSING,Packaged Foods & Snacks,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks',HIGH
KALPATARU,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,REAL ESTATE,Residential Townships & Commercial REITs,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'REAL ESTATE / Residential Townships & Commercial REITs',HIGH
KALYANI,JEWELLERY,Jewellery Manufacturing & Exports,JEWELLERY,Gold Jewellery & Retail,True,Reclassified from legacy 'JEWELLERY / Jewellery Manufacturing & Exports' to clean economic model 'JEWELLERY / Gold Jewellery & Retail',HIGH
KALYANIFRG,JEWELLERY,Jewellery Manufacturing & Exports,JEWELLERY,Gold Jewellery & Retail,True,Reclassified from legacy 'JEWELLERY / Jewellery Manufacturing & Exports' to clean economic model 'JEWELLERY / Gold Jewellery & Retail',HIGH
KALYANKJIL,JEWELLERY,Gold Jewellery Retail & Showrooms,JEWELLERY,Gold Jewellery & Retail,True,Reclassified from legacy 'JEWELLERY / Gold Jewellery Retail & Showrooms' to clean economic model 'JEWELLERY / Gold Jewellery & Retail',HIGH
KAMAHOLD,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
KAMANWALA,REAL ESTATE,Residential Real Estate Developers,REAL ESTATE,Residential Real Estate,True,Reclassified from legacy 'REAL ESTATE / Residential Real Estate Developers' to clean economic model 'REAL ESTATE / Residential Real Estate',HIGH
KAMATHOTEL,HOTELS & HOSPITALITY,"Luxury, Business & Boutique Hotels",HOTELS & HOSPITALITY,Luxury Hotels & Resorts,True,"Reclassified from legacy 'HOTELS & HOSPITALITY / Luxury, Business & Boutique Hotels' to clean economic model 'HOTELS & HOSPITALITY / Luxury Hotels & Resorts'",HIGH
KAMDHENU,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
KAMOPAINTS,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
KANANIIND,JEWELLERY,Diamond & Solitaire Jewellery,JEWELLERY,Diamond & Studded Jewellery,True,Reclassified from legacy 'JEWELLERY / Diamond & Solitaire Jewellery' to clean economic model 'JEWELLERY / Diamond & Studded Jewellery',HIGH
KANCHI,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Specialty Chemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Specialty Chemicals',HIGH
KANCOTEA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEA & COFFEE,Tea Plantations & Packaging,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEA & COFFEE / Tea Plantations & Packaging',HIGH
KANDARP,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,COMMERCIAL TRADING,Commodity & Wholesale Trading,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'COMMERCIAL TRADING / Commodity & Wholesale Trading',HIGH
KANORICHEM,CHEMICALS,Basic Organic & Inorganic Chemicals,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'CHEMICALS / Basic Organic & Inorganic Chemicals' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
KANPRPLA,PAPER & PACKAGING,"Paper, Paperboard & Corrugated Cartons",PAPER & PACKAGING,Flexible Packaging Films,True,"Reclassified from legacy 'PAPER & PACKAGING / Paper, Paperboard & Corrugated Cartons' to clean economic model 'PAPER & PACKAGING / Flexible Packaging Films'",HIGH
KANSAINER,PAINTS & COATINGS,Decorative & Industrial Paints,PAINTS & COATINGS,Decorative Paints,True,Reclassified from legacy 'PAINTS & COATINGS / Decorative & Industrial Paints' to clean economic model 'PAINTS & COATINGS / Decorative Paints',HIGH
KAPSTON,PROFESSIONAL & BPO SERVICES,"Staffing, Facility & Security Services",SERVICES & MEDIA,Staffing & Workforce Security,True,"Reclassified from legacy 'PROFESSIONAL & BPO SERVICES / Staffing, Facility & Security Services' to clean economic model 'SERVICES & MEDIA / Staffing & Workforce Security'",HIGH
KARMAENG,POWER,Regional Thermal & Hydro Generation,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'POWER / Regional Thermal & Hydro Generation' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
KARNIKA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
KARURVYSYA,BANKING,Private Sector Commercial Banks,BANKING,Private Sector Banks,True,Reclassified from legacy 'BANKING / Private Sector Commercial Banks' to clean economic model 'BANKING / Private Sector Banks',HIGH
KATARIA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
KAUSHALYA,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
KAVDEFENCE,DEFENCE,Defense Precision Components & Sub-Systems,CONSUMER ELECTRICALS,Wires & Cables,True,Reclassified from legacy 'DEFENCE / Defense Precision Components & Sub-Systems' to clean economic model 'CONSUMER ELECTRICALS / Wires & Cables',HIGH
KAYA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,HEALTHCARE SERVICES,Medical Clinics & Equipment,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'HEALTHCARE SERVICES / Medical Clinics & Equipment',HIGH
KAYNES,EMS & ELECTRONICS,Electronic Manufacturing Services (EMS),EMS & ELECTRONICS,Industrial & Aerospace EMS,True,Reclassified from legacy 'EMS & ELECTRONICS / Electronic Manufacturing Services (EMS)' to clean economic model 'EMS & ELECTRONICS / Industrial & Aerospace EMS',HIGH
KAYTEX,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
KCEIL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Heavy Infrastructure EPC',HIGH
KCK,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Specialty Chemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Specialty Chemicals',HIGH
KCP,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol Distilleries,CEMENT,Integrated Grey Cement,True,Reclassified from legacy 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol Distilleries' to clean economic model 'CEMENT / Integrated Grey Cement',HIGH
KCPSUGIND,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol Distilleries,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol Distilleries' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
KDDL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSUMER DURABLES,Kitchen Homeware & Cookware,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSUMER DURABLES / Kitchen Homeware & Cookware',HIGH
KDL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,EMS & ELECTRONICS,Domestic Consumer Appliance EMS (AC/TV/Washing Machines),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'EMS & ELECTRONICS / Domestic Consumer Appliance EMS (AC/TV/Washing Machines)',HIGH
KEC,POWER,Power Transmission & Distribution EPC,POWER,Power Transmission Grid,True,Reclassified from legacy 'POWER / Power Transmission & Distribution EPC' to clean economic model 'POWER / Power Transmission Grid',HIGH
KECL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
KEEPLEARN,EDUCATION & EDTECH,Education Institutions & Educational Publishing,EDUCATION & EDTECH,Education Academies & Publishing,True,Reclassified from legacy 'EDUCATION & EDTECH / Education Institutions & Educational Publishing' to clean economic model 'EDUCATION & EDTECH / Education Academies & Publishing',HIGH
KEI,CONSUMER ELECTRICALS,Cables & Wires,CONSUMER ELECTRICALS,Wires & Cables,True,Reclassified from legacy 'CONSUMER ELECTRICALS / Cables & Wires' to clean economic model 'CONSUMER ELECTRICALS / Wires & Cables',HIGH
KELLTONTEC,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
KEN,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IT SERVICES,Enterprise Software & SaaS,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'IT SERVICES / Enterprise Software & SaaS',HIGH
KENNAMET,STEEL,Secondary & Sponge Iron Re-Rolling,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'STEEL / Secondary & Sponge Iron Re-Rolling' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
KERNEX,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
KESORAMIND,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CEMENT,Integrated Grey Cement,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CEMENT / Integrated Grey Cement',HIGH
KEYFINSERV,NBFC & LENDING,Corporate & Specialized Lending NBFCs,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
KFINTECH,CAPITAL MARKETS,Registrar & Transfer Agencies (RTA),IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'CAPITAL MARKETS / Registrar & Transfer Agencies (RTA)' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
KHADIM,FOOTWEAR,Footwear Retail & Showroom Chains,FOOTWEAR,Footwear Retail Chains,True,Reclassified from legacy 'FOOTWEAR / Footwear Retail & Showroom Chains' to clean economic model 'FOOTWEAR / Footwear Retail Chains',HIGH
KHAICHEM,FERTILIZERS,Fertilizers & Soil Nutrition,FERTILIZERS,Fertilizers & Soil Nutrients,True,Reclassified from legacy 'FERTILIZERS / Fertilizers & Soil Nutrition' to clean economic model 'FERTILIZERS / Fertilizers & Soil Nutrients',HIGH
KHAITANLTD,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSUMER ELECTRICALS,Fast Moving Electrical Goods (FMEG),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSUMER ELECTRICALS / Fast Moving Electrical Goods (FMEG)',HIGH
KHANDSE,CAPITAL MARKETS,Wealth Management & Financial Advisory,CAPITAL MARKETS,Stockbroking & Wealth Management,True,Reclassified from legacy 'CAPITAL MARKETS / Wealth Management & Financial Advisory' to clean economic model 'CAPITAL MARKETS / Stockbroking & Wealth Management',HIGH
KHFM,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,SERVICES & MEDIA,Staffing & Workforce Security,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'SERVICES & MEDIA / Staffing & Workforce Security',HIGH
KICL,JEWELLERY,Jewellery Manufacturing & Exports,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'JEWELLERY / Jewellery Manufacturing & Exports' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
KILITCH,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
KIMS,EDUCATION & EDTECH,Education Institutions & Educational Publishing,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'EDUCATION & EDTECH / Education Institutions & Educational Publishing' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
KINGFA,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
KIOCL,MINING & MINERALS,Iron Ore & Manganese Mining,MINING & MINERALS,Iron Ore & Manganese Mining,False,Refined into crisp 2-tier Sector + Industry framework,HIGH
KIRANVYPAR,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
KIRIINDUS,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Pigments & Dyes,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Pigments & Dyes',HIGH
KIRLFER,STEEL,Secondary & Sponge Iron Re-Rolling,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'STEEL / Secondary & Sponge Iron Re-Rolling' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
KIRLOSBROS,INDUSTRIAL MACHINERY,"Pumps, Compressors & Fluid Handling",CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,True,"Reclassified from legacy 'INDUSTRIAL MACHINERY / Pumps, Compressors & Fluid Handling' to clean economic model 'CAPITAL GOODS & MACHINERY / Industrial Compressors & Pumps'",HIGH
KIRLOSENG,ELECTRICAL EQUIPMENT,Diesel Engines & Heavy Gensets,OIL & GAS,Refining & Petrochemicals,True,Reclassified from legacy 'ELECTRICAL EQUIPMENT / Diesel Engines & Heavy Gensets' to clean economic model 'OIL & GAS / Refining & Petrochemicals',HIGH
KIRLOSIND,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
KIRLPNU,INDUSTRIAL MACHINERY,"Pumps, Compressors & Fluid Handling",CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,True,"Reclassified from legacy 'INDUSTRIAL MACHINERY / Pumps, Compressors & Fluid Handling' to clean economic model 'CAPITAL GOODS & MACHINERY / Industrial Compressors & Pumps'",HIGH
KISSHT,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
KITEX,TEXTILES,Apparel & Garment Manufacturing,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'TEXTILES / Apparel & Garment Manufacturing' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
KJMCFIN,NBFC & LENDING,Corporate & Specialized Lending NBFCs,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
KKCL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
KKJEWELS,JEWELLERY,Jewellery Manufacturing & Exports,JEWELLERY,Gold Jewellery & Retail,True,Reclassified from legacy 'JEWELLERY / Jewellery Manufacturing & Exports' to clean economic model 'JEWELLERY / Gold Jewellery & Retail',HIGH
KLBRENG-B,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
KLL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'LOGISTICS & SUPPLY CHAIN / Freight Forwarding & Multi-Modal Cargo',HIGH
KMCSHIL,HEALTHCARE SERVICES,Specialized Medical Services & Devices,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,True,Reclassified from legacy 'HEALTHCARE SERVICES / Specialized Medical Services & Devices' to clean economic model 'HEALTHCARE SERVICES / Hospitals & Healthcare Chains',HIGH
KMEW,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
KMSUGAR,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol Distilleries,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol Distilleries' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
KNACK,PAPER & PACKAGING,"Paper, Paperboard & Corrugated Cartons",PAPER & PACKAGING,Paperboard & Packaging Cartons,True,"Reclassified from legacy 'PAPER & PACKAGING / Paper, Paperboard & Corrugated Cartons' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons'",HIGH
KNAGRI,RICE,Non-Basmati & Regional Rice Processing,FOOD PROCESSING,Edible Oils & Vanaspati,True,Reclassified from legacy 'RICE / Non-Basmati & Regional Rice Processing' to clean economic model 'FOOD PROCESSING / Edible Oils & Vanaspati',HIGH
KNRCON,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC & HAM,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Roads & Highways EPC & HAM' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
KODYTECH,IT SERVICES,Mid-Tier IT Services & Digital Consulting,DATA CENTERS & CLOUD,AI Servers & Supercomputing Hardware,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'DATA CENTERS & CLOUD / AI Servers & Supercomputing Hardware',HIGH
KOHINOOR,RICE,Non-Basmati & Regional Rice Processing,RICE,Basmati Rice Milling & Global Exports,True,Reclassified from legacy 'RICE / Non-Basmati & Regional Rice Processing' to clean economic model 'RICE / Basmati Rice Milling & Global Exports',HIGH
KOKUYOCMLN,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PAPER & PACKAGING,Paperboard & Packaging Cartons,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons',HIGH
KOLTEPATIL,REAL ESTATE,Residential Real Estate Developers,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'REAL ESTATE / Residential Real Estate Developers' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
KONSTELEC,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Heavy Infrastructure EPC',HIGH
KONTOR,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,REAL ESTATE,Commercial REITs & Malls,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'REAL ESTATE / Commercial REITs & Malls',HIGH
KOPRAN,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
KORE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
KOTAKBANK,CAPITAL MARKETS,Exchange Traded Funds (ETF),CAPITAL MARKETS,Exchange Traded Funds (ETF),False,Refined into crisp 2-tier Sector + Industry framework,HIGH
KOTARISUG,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol Distilleries,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol Distilleries' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
KOTHARIPET,OIL & GAS,Petrochemical Intermediates & Solvents,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'OIL & GAS / Petrochemical Intermediates & Solvents' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
KOTHARIPRO,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FMCG & PERSONAL CARE,Tobacco Products,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FMCG & PERSONAL CARE / Tobacco Products',HIGH
