symbol,company_name,sme_status,current_sector,current_industry,proposed_sector,proposed_industry,classification_confidence,change_required,reason,risk_score
ARMOUR,ARMOUR,SME,DEFENCE & AEROSPACE,Precision Defence Machining,DEFENCE & AEROSPACE,Precision Defence Machining,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ARUNAYA,ARUNAYA,SME,CHEMICALS,Pigments & Dyes,CHEMICALS,Pigments & Dyes,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ARVINDPORT,ARVINDPORT,SME,SHIPBUILDING & PORTS,Commercial Ports & Terminals,SHIPBUILDING & PORTS,Commercial Ports & Terminals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ASHALOG,ASHALOG,SME,LOGISTICS & SUPPLY CHAIN,3PL Logistics & Fleet Haulage,LOGISTICS & SUPPLY CHAIN,3PL Logistics & Fleet Haulage,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ASHWINI,ASHWINI,SME,LOGISTICS & SUPPLY CHAIN,Container Rail & Dry Ports,LOGISTICS & SUPPLY CHAIN,Container Rail & Dry Ports,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ATCENERGY,ATCENERGY,SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,RENEWABLE ENERGY,Solar PV & Green Hydrogen,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ATMASTCO,ATMASTCO,SME,METALS & FABRICATION,Precision Metal Fabrication,METALS & FABRICATION,Precision Metal Fabrication,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
AUSL,AUSL,SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,RENEWABLE ENERGY,Solar PV & Green Hydrogen,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
AVANA,AVANA,SME,LOGISTICS & SUPPLY CHAIN,Container Rail & Dry Ports,LOGISTICS & SUPPLY CHAIN,Container Rail & Dry Ports,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
AVATAR,AVATAR,SME,CAPITAL GOODS & MACHINERY,Heavy Process Equipment & Machinery,CAPITAL GOODS & MACHINERY,Heavy Process Equipment & Machinery,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
AVIANSH,AVIANSH,SME,PLASTICS & POLYMERS,Engineered Polymers & Compounding,PLASTICS & POLYMERS,Engineered Polymers & Compounding,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
AVIENCE,AVIENCE,SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
AVPINFRA,AVPINFRA,SME,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BAHETI,BAHETI,SME,ALUMINIUM & COPPER,Primary Aluminium,ALUMINIUM & COPPER,Primary Aluminium,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BALAJIPHOS,BALAJIPHOS,SME,FERTILIZERS,Fertilizers & Soil Nutrients,FERTILIZERS,Fertilizers & Soil Nutrients,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BALCO,BALCO,SME,ALUMINIUM & COPPER,Primary Aluminium,ALUMINIUM & COPPER,Primary Aluminium,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BARFLEX,BARFLEX,SME,PAPER & PACKAGING,Flexible Packaging Films,PAPER & PACKAGING,Flexible Packaging Films,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BASILIC,BASILIC,SME,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BAWEJA,BAWEJA,SME,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BEACON,BEACON,SME,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BEWLTD,BEWLTD,SME,CAPITAL GOODS & MACHINERY,Pumps & Compressors,CAPITAL GOODS & MACHINERY,Pumps & Compressors,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BHADORA,BHADORA,SME,MINING & MINERALS,Industrial Minerals,MINING & MINERALS,Industrial Minerals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BIKEWO,BIKEWO,SME,AUTOMOBILE,Electric Vehicles (EV),AUTOMOBILE,Electric Vehicles (EV),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BIOPOL,BIOPOL,SME,CHEMICALS,Specialty Chemicals,CHEMICALS,Specialty Chemicals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BIRDYS,BIRDYS,SME,FOOD PROCESSING,Packaged Foods & Snacks,FOOD PROCESSING,Packaged Foods & Snacks,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BLUEPEBBLE,BLUEPEBBLE,SME,PROFESSIONAL & CONSUMER SERVICES,Design & Facility Architecture,PROFESSIONAL & CONSUMER SERVICES,Design & Facility Architecture,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BLUEWATER,BLUEWATER,SME,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BMETRICS,BMETRICS,SME,IT SERVICES,Enterprise Software & SaaS,IT SERVICES,Enterprise Software & SaaS,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BMLL,BMLL,SME,METALS & FABRICATION,Precision Metal Fabrication,METALS & FABRICATION,Precision Metal Fabrication,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BOSS,BOSS,SME,CONSUMER DURABLES,Kitchen Appliances & Cookware,CONSUMER DURABLES,Kitchen Appliances & Cookware,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BRACEPORT,BRACEPORT,SME,LOGISTICS & SUPPLY CHAIN,Express Parcel & Courier,LOGISTICS & SUPPLY CHAIN,Express Parcel & Courier,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BRANDMAN,BRANDMAN,SME,FOOTWEAR,Sports & Athleisure Footwear,FOOTWEAR,Sports & Athleisure Footwear,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
BULKCORP,BULKCORP,SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,PAPER & PACKAGING,Paperboard & Packaging Cartons,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
C2C,C2C,SME,DEFENCE & AEROSPACE,Defence Electronics & Radars,DEFENCE & AEROSPACE,Defence Electronics & Radars,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CANARYS,CANARYS,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CEDAAR,CEDAAR,SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CELLECOR,CELLECOR,SME,CONSUMER DURABLES,Home Appliances (White Goods),CONSUMER DURABLES,Home Appliances (White Goods),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CELLPOINT,CELLPOINT,SME,RETAIL,Specialty Retail Boutiques,RETAIL,Specialty Retail Boutiques,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CGRAPHICS,CGRAPHICS,SME,MEDIA & ENTERTAINMENT,Print Media & Publishing,MEDIA & ENTERTAINMENT,Print Media & Publishing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CHANDAN,CHANDAN,SME,FMCG & PERSONAL CARE,Ayurvedic & Herbal Care,FMCG & PERSONAL CARE,Ayurvedic & Herbal Care,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CHAVDA,CHAVDA,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CHEMICAL,CHEMICAL,NON_SME,CHEMICALS,Industrial & Basic Chemicals,CHEMICALS,Industrial & Basic Chemicals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CHETANA,CHETANA,SME,EDUCATION & EDTECH,Education Academies & Publishing,EDUCATION & EDTECH,Education Academies & Publishing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CKKRETAIL,CKKRETAIL,SME,RETAIL,Specialty Retail Boutiques,RETAIL,Specialty Retail Boutiques,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CLASSICEIL,CLASSICEIL,SME,BUILDING MATERIALS,Plywood & Laminates,BUILDING MATERIALS,Plywood & Laminates,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CLAYCRAFT,CLAYCRAFT,SME,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CLSL,CLSL,SME,AGRICULTURE & AGROCHEMICALS,Crop Protection Formulations,AGRICULTURE & AGROCHEMICALS,Crop Protection Formulations,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CMNL,CMNL,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
COMMITTED,COMMITTED,SME,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CONNPLEX,CONNPLEX,SME,MEDIA & ENTERTAINMENT,Film Multiplex Theatres,MEDIA & ENTERTAINMENT,Film Multiplex Theatres,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CONS,CONS,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
COOLCAPS,COOLCAPS,SME,PAPER & PACKAGING,Moulded Plastics & Packaging,PAPER & PACKAGING,Moulded Plastics & Packaging,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CPS,CPS,SME,SERVICES & MEDIA,Business Process Management (BPM),SERVICES & MEDIA,Business Process Management (BPM),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CRAYONS,CRAYONS,SME,MEDIA & ENTERTAINMENT,Print Media & Publishing,MEDIA & ENTERTAINMENT,Print Media & Publishing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CREDENT,CREDENT,SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CSSL,CSSL,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CUDML,CUDML,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
CURIS,CURIS,SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DANISH,DANISH,SME,ELECTRICAL EQUIPMENT,Power & Distribution Transformers,ELECTRICAL EQUIPMENT,Power & Distribution Transformers,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DCCL,DCCL,SME,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DCG,DCG,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DEEM,DEEM,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DEFENCE,DEFENCE,NON_SME,DEFENCE & AEROSPACE,Precision Defence Machining,DEFENCE & AEROSPACE,Precision Defence Machining,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DELAPLEX,DELAPLEX,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DELTIC,DELTIC,SME,AUTOMOBILE,Electric Vehicles (EV),AUTOMOBILE,Electric Vehicles (EV),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DENEERS,DENEERS,SME,FOOD PROCESSING,Packaged Foods & Snacks,FOOD PROCESSING,Packaged Foods & Snacks,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DENTALKART,DENTALKART,SME,HEALTHCARE SERVICES,Medical Clinics & Equipment,HEALTHCARE SERVICES,Medical Clinics & Equipment,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DHANLAXMI,DHANLAXMI,SME,BANKING,Private Sector Banks,BANKING,Private Sector Banks,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DHANSA,DHANSA,SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DHARARAIL,DHARARAIL,SME,RAILWAYS,Railway Signaling & Track EPC,RAILWAYS,Railway Signaling & Track EPC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DHARIWAL,DHARIWAL,SME,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DHTL,DHTL,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DIGIKORE,DIGIKORE,SME,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DIVINEHIRA,DIVINEHIRA,SME,JEWELLERY,Bridal Gold Jewellery & Retail Showrooms,JEWELLERY,Bridal Gold Jewellery & Retail Showrooms,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DKEGL,DKEGL,SME,EMS & ELECTRONICS,PCB Assembly & Fabrication,EMS & ELECTRONICS,PCB Assembly & Fabrication,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DOLLEX,DOLLEX,SME,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DPEL,DPEL,SME,EMS & ELECTRONICS,Domestic Consumer Appliance EMS (AC/TV/Washing Machines),EMS & ELECTRONICS,Domestic Consumer Appliance EMS (AC/TV/Washing Machines),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DRONE,DRONE,SME,DEFENCE & AEROSPACE,Aerospace & Fighter Aircraft,DEFENCE & AEROSPACE,Aerospace & Fighter Aircraft,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DTL,DTL,SME,ELECTRICAL EQUIPMENT,Heavy Switchgear & Automation,ELECTRICAL EQUIPMENT,Heavy Switchgear & Automation,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DUCOL,DUCOL,SME,CHEMICALS,Pigments & Dyes,CHEMICALS,Pigments & Dyes,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DUGLOBAL,DUGLOBAL,SME,COMMERCIAL TRADING,Commodity & Wholesale Trading,COMMERCIAL TRADING,Commodity & Wholesale Trading,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DURLAX,DURLAX,SME,BUILDING MATERIALS,Building Materials,BUILDING MATERIALS,Building Materials,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
DYNAMIC,DYNAMIC,SME,SERVICES & MEDIA,Staffing & Workforce Security,SERVICES & MEDIA,Staffing & Workforce Security,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
E2ERAIL,E2ERAIL,SME,RAILWAYS,Railway Signaling & Track EPC,RAILWAYS,Railway Signaling & Track EPC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ECAPINSURE,ECAPINSURE,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,PHARMACEUTICALS,API & Bulk Drugs,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ECOLINE,ECOLINE,SME,TEXTILES,Recycled Polyester & Eco-Yarns,TEXTILES,Recycled Polyester & Eco-Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EEPL,EEPL,SME,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EFACTOR,EFACTOR,SME,MEDIA & ENTERTAINMENT,Print Media & Publishing,MEDIA & ENTERTAINMENT,Print Media & Publishing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EFFWA,EFFWA,SME,WATER TREATMENT,"Industrial Effluent, Desalination & ZLD",WATER TREATMENT,"Industrial Effluent, Desalination & ZLD",HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EFORCE,EFORCE,SME,AUTOMOBILE,Electric Vehicles (EV),AUTOMOBILE,Electric Vehicles (EV),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ELGNZ,ELGNZ,SME,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ELM250,ELM250,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ELMDIV,ELMDIV,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EMAPARTNER,EMAPARTNER,SME,SERVICES & MEDIA,Staffing & Workforce Security,SERVICES & MEDIA,Staffing & Workforce Security,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EMETAL,EMETAL,NON_SME,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EMKAYTOOLS,EMKAYTOOLS,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EMMIL,EMMIL,SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EMULTIMQ,EMULTIMQ,NON_SME,CAPITAL MARKETS,Wealth Broking & Advisory,CAPITAL MARKETS,Wealth Broking & Advisory,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ENCOMPAS,ENCOMPAS,SME,SERVICES & MEDIA,Advertising & Digital Marketing,SERVICES & MEDIA,Advertising & Digital Marketing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ENERGY,ENERGY,NON_SME,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ENFUSE,ENFUSE,SME,CHEMICALS,Specialty Chemicals,CHEMICALS,Specialty Chemicals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ENSER,ENSER,SME,SERVICES & MEDIA,Business Process Management (BPM),SERVICES & MEDIA,Business Process Management (BPM),HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ENVIRO,ENVIRO,SME,WATER TREATMENT,"Industrial Effluent, Desalination & ZLD",WATER TREATMENT,"Industrial Effluent, Desalination & ZLD",HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EPWINDIA,EPWINDIA,SME,RENEWABLE ENERGY,Wind Turbines & Wind Energy,RENEWABLE ENERGY,Wind Turbines & Wind Energy,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EQUAL200,EQUAL200,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EQUAL50,EQUAL50,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ESCONET,ESCONET,SME,DATA CENTERS & CLOUD,AI Servers & Supercomputing Hardware,DATA CENTERS & CLOUD,AI Servers & Supercomputing Hardware,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ESFL,ESFL,SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ESPRIT,ESPRIT,SME,REAL ESTATE,Residential Townships & Commercial REITs,REAL ESTATE,Residential Townships & Commercial REITs,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ETL,ETL,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
ETML,ETML,SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EVINDIA,EVINDIA,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
EXIMROUTES,EXIMROUTES,SME,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FALCONTECH,FALCONTECH,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FELIX,FELIX,SME,WATER TREATMENT,Water Infrastructure EPC & Supply,WATER TREATMENT,Water Infrastructure EPC & Supply,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FIDEL,FIDEL,SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FINBUD,FINBUD,SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FLYSBS,FLYSBS,SME,AVIATION,Passenger Airlines,AVIATION,Passenger Airlines,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FONEBOX,FONEBOX,SME,RETAIL,Specialty Retail Boutiques,RETAIL,Specialty Retail Boutiques,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FORCAS,FORCAS,SME,SERVICES & MEDIA,Staffing & Workforce Security,SERVICES & MEDIA,Staffing & Workforce Security,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FORGEAUTO,FORGEAUTO,SME,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FRESHARA,FRESHARA,SME,FOOD PROCESSING,Packaged Foods & Snacks,FOOD PROCESSING,Packaged Foods & Snacks,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FROG,FROG,SME,IT SERVICES,Enterprise Software & SaaS,IT SERVICES,Enterprise Software & SaaS,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
FWSTC,FWSTC,SME,TEXTILES,Cotton Spinning & Yarns,TEXTILES,Cotton Spinning & Yarns,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GANESHIN,GANESHIN,SME,FOOD PROCESSING,Packaged Foods & Snacks,FOOD PROCESSING,Packaged Foods & Snacks,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GCHOTELS,GCHOTELS,SME,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GENXAI,GENXAI,SME,DATA CENTERS & CLOUD,"AI Solutions, Analytics & Cloud Data",DATA CENTERS & CLOUD,"AI Solutions, Analytics & Cloud Data",HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GGBL,GGBL,SME,BEVERAGES & DISTILLERIES,IMFL Spirits & Distilleries,BEVERAGES & DISTILLERIES,IMFL Spirits & Distilleries,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GIRIRAJ,GIRIRAJ,SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GJL,GJL,SME,JEWELLERY,Bridal Gold Jewellery & Retail Showrooms,JEWELLERY,Bridal Gold Jewellery & Retail Showrooms,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GLOBALPET,GLOBALPET,SME,PAPER & PACKAGING,Flexible Packaging Films,PAPER & PACKAGING,Flexible Packaging Films,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GOYALSALT,GOYALSALT,SME,FOOD PROCESSING,Packaged Foods & Snacks,FOOD PROCESSING,Packaged Foods & Snacks,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GPECO,GPECO,SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,RENEWABLE ENERGY,Solar PV & Green Hydrogen,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GRAPHISAD,GRAPHISAD,SME,MEDIA & ENTERTAINMENT,Print Media & Publishing,MEDIA & ENTERTAINMENT,Print Media & Publishing,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GRCL,GRCL,SME,REAL ESTATE,Residential Townships & Commercial REITs,REAL ESTATE,Residential Townships & Commercial REITs,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GREENCHEF,GREENCHEF,SME,CONSUMER DURABLES,Kitchen Homeware & Cookware,CONSUMER DURABLES,Kitchen Homeware & Cookware,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
GREENLEAF,GREENLEAF,SME,AGRICULTURE & AGROCHEMICALS,Crop Protection Agrochemicals,AGRICULTURE & AGROCHEMICALS,Crop Protection Agrochemicals,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,0
