symbol,company_name,exchange,series,sme_status,sector,industry,primary_industry,secondary_sectors,secondary_industries,classification_source,classification_confidence,verification_status
JAYKAY,Jaykay Enterprises Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Townships & Commercial REITs,Residential Townships & Commercial REITs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JAYNECOIND,Jayaswal Neco Industries Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JAYSREETEA,Jayshree Tea & Industries Limited,NSE,EQ,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,Tea Plantations & Packaging,CHEMICALS & FERTILIZERS,Agricultural Fertilizers & Crop Nutrients,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JBMA,JBM Auto Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JENBURPH,Jenburkt Pharmaceuticals Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JETFREIGHT,Jet Freight Logistics Limited,NSE,EQ,NON_SME,LOGISTICS & SUPPLY CHAIN,Freight Forwarding & Multi-Modal Cargo,Freight Forwarding & Multi-Modal Cargo,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JEYYAM,JEYYAM,NSE,ST,SME,FOOD PROCESSING,Packaged Foods & Snacks,Packaged Foods & Snacks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JFLLIFE,JFLLIFE,NSE,SM,SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JGCHEM,J.G.Chemicals Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JHS,JHS Svendgaard Laboratories Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JINDALPHOT,Jindal Photo Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JINDALPOLY,Jindal Poly Films Limited,NSE,EQ,NON_SME,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,Music Labels & VFX Studios,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JINDALSAW,Jindal Saw Limited,NSE,EQ,NON_SME,STEEL,Steel Pipes & Tubes,Steel Pipes & Tubes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JINDALSTEL,JINDAL STEEL LIMITED,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JINDRILL,Jindal Drilling And Industries Limited,NSE,EQ,NON_SME,OIL & GAS,Oil & Gas Exploration (E&P),Oil & Gas Exploration (E&P),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JINDWORLD,Jindal Worldwide Limited,NSE,EQ,NON_SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JIOFIN,Jio Financial Services Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JISLDVREQS,Jain Irrigation Systems Limited,NSE,EQ,NON_SME,AGRICULTURE & AGROCHEMICALS,Micro-Irrigation & Agri-Plastics,Micro-Irrigation & Agri-Plastics,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JISLJALEQS,Jain Irrigation Systems Limited,NSE,EQ,NON_SME,AGRICULTURE & AGROCHEMICALS,Micro-Irrigation & Agri-Plastics,Micro-Irrigation & Agri-Plastics,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JITFINFRA,JITF Infralogistics Limited,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JIWANRAM,JIWANRAM,NSE,SM,SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JKCEMENT,JK Cement Limited,NSE,EQ,NON_SME,CEMENT,Regional Cement & RMC,Regional Cement & RMC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JKIL,J.Kumar Infraprojects Limited,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JKIPL,Jinkushal Industries Limited,NSE,EQ,NON_SME,DEFENCE & AEROSPACE,Aerospace & Fighter Aircraft,Aerospace & Fighter Aircraft,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JKLAKSHMI,JK Lakshmi Cement Limited,NSE,EQ,NON_SME,CEMENT,Regional Cement & RMC,Regional Cement & RMC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JKPAPER,JK Paper Limited,NSE,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,Paperboard & Packaging Cartons,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JKTYRE,JK Tyre & Industries Limited,NSE,EQ,NON_SME,TYRES & RUBBER,Automotive Radial Tyres,Automotive Radial Tyres,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JLHL,Jupiter Life Line Hospitals Limited,NSE,EQ,NON_SME,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,Hospitals & Healthcare Chains,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JMA,Jullundur Motor Agency (Delhi) Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JMFINANCIL,JM Financial Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JNKINDIA,JNK India Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Heavy Process Plant Equipment,Heavy Process Plant Equipment,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JNPR,Juniper Green Energy Limited,NSE,EQ,NON_SME,RENEWABLE ENERGY,Green Energy Generation (IPP),Green Energy Generation (IPP),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JOCIL,Jocil Limited,NSE,BE,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JPPOWER,Jaiprakash Power Ventures Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JSFB,Jana Small Finance Bank Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JSL,Jindal Stainless Limited,NSE,EQ,NON_SME,STEEL,Stainless Steel & Special Alloys,Stainless Steel & Special Alloys,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JSLL,Jeena Sikho Lifecare Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JSWCEMENT,JSW Cement Limited,NSE,EQ,NON_SME,CEMENT,Regional Cement & RMC,Regional Cement & RMC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JSWDULUX,JSW Dulux Limited,NSE,EQ,NON_SME,PAINTS & COATINGS,Decorative Paints,Decorative Paints,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JSWENERGY,JSW Energy Limited,NSE,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,Conventional Thermal & Fossil Power,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JSWHL,JSW Holdings Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JSWINFRA,JSW Infrastructure Limited,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JSWSTEEL,JSW Steel Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JTEKTINDIA,Jtekt India Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Bearings & Motion Controls,Precision Bearings & Motion Controls,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JTLIND,JTL INDUSTRIES LIMITED,NSE,EQ,NON_SME,STEEL,Steel Pipes & Tubes,Steel Pipes & Tubes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JUBLCPL,Jubilant Agri and Consumer Products Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JUBLFOOD,Jubilant Foodworks Limited,NSE,EQ,NON_SME,FOOD PROCESSING,Packaged Foods & Snacks,Packaged Foods & Snacks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JUBLINGREA,Jubilant Ingrevia Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JUBLPHARMA,Jubilant Pharmova Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JUNIPER,Juniper Hotels Limited,NSE,EQ,NON_SME,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,Luxury Hotels & Resorts,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JUSTDIAL,Just Dial Limited,NSE,EQ,NON_SME,SERVICES & MEDIA,Consumer Internet Platforms & Apps,Consumer Internet Platforms & Apps,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JWL,Jupiter Wagons Limited,NSE,EQ,NON_SME,RAILWAYS,"Rolling Stock, Wagons & Vande Bharat Trainsets","Rolling Stock, Wagons & Vande Bharat Trainsets",,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JYOTHYLAB,Jyothy Labs Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JYOTICNC,Jyoti CNC Automation Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JYOTIGLOBL,JYOTIGLOBL,NSE,SM,SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JYOTIRES,Jyoti Resins & Adhesives Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
JYOTISTRUC,Jyoti Structures Limited,NSE,EQ,NON_SME,METALS & FABRICATION,Precision Metal Fabrication,Precision Metal Fabrication,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
K2INFRA,K2INFRA,NSE,ST,SME,CONSTRUCTION & INFRASTRUCTURE,Roads & Highways EPC,Roads & Highways EPC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KABRAEXTRU,Kabra Extrusion Technik Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Plastics Processing Machinery,Plastics Processing Machinery,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAJARIACER,Kajaria Ceramics Limited,NSE,EQ,NON_SME,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,Ceramic Tiles & Sanitaryware,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,NSE,EQ,NON_SME,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,Sugar Refining & Bio-Ethanol,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KALAMANDIR,Sai Silks (Kalamandir) Limited,NSE,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KALANA,KALANA,NSE,SM,SME,FOOD PROCESSING,Packaged Foods & Snacks,Packaged Foods & Snacks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KALPATARU,Kalpataru Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Townships & Commercial REITs,Residential Townships & Commercial REITs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KALYANI,Kalyani Commercials Limited,NSE,BE,NON_SME,JEWELLERY,Gold Jewellery & Retail,Gold Jewellery & Retail,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KALYANIFRG,Kalyani Forge Limited,NSE,EQ,NON_SME,JEWELLERY,Gold Jewellery & Retail,Gold Jewellery & Retail,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KALYANKJIL,Kalyan Jewellers India Limited,NSE,EQ,NON_SME,JEWELLERY,Gold Jewellery & Retail,Gold Jewellery & Retail,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAMAHOLD,Kama Holdings Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAMANWALA,Kamanwala Housing Construction Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Real Estate,Residential Real Estate,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAMATHOTEL,Kamat Hotels (I) Limited,NSE,EQ,NON_SME,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,Luxury Hotels & Resorts,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAMDHENU,Kamdhenu Limited,NSE,BE,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAMOPAINTS,Kamdhenu Ventures Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KANANIIND,Kanani Industries Limited,NSE,EQ,NON_SME,JEWELLERY,Diamond & Studded Jewellery,Diamond & Studded Jewellery,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KANCHI,Kanchi Karpooram Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KANCOTEA,Kanco Tea & Industries Limited,NSE,EQ,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,Tea Plantations & Packaging,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KANDARP,KANDARP,NSE,SM,SME,COMMERCIAL TRADING,Commodity & Wholesale Trading,Commodity & Wholesale Trading,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KANORICHEM,Kanoria Chemicals & Industries Limited,NSE,BE,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KANPRPLA,Kanpur Plastipack Limited,NSE,EQ,NON_SME,PAPER & PACKAGING,Flexible Packaging Films,Flexible Packaging Films,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KANSAINER,Kansai Nerolac Paints Limited,NSE,EQ,NON_SME,PAINTS & COATINGS,Decorative Paints,Decorative Paints,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAPSTON,Kapston Services Limited,NSE,EQ,NON_SME,SERVICES & MEDIA,Staffing & Workforce Security,Staffing & Workforce Security,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KARMAENG,Karma Energy Limited,NSE,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,Conventional Thermal & Fossil Power,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KARNIKA,KARNIKA,NSE,SM,SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KARURVYSYA,Karur Vysya Bank Limited,NSE,EQ,NON_SME,BANKING,Private Sector Banks,Private Sector Banks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KATARIA,KATARIA,NSE,SM,SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,NSE,BE,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,NSE,EQ,NON_SME,CONSUMER ELECTRICALS,Wires & Cables,Wires & Cables,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAYA,Kaya Limited,NSE,EQ,NON_SME,HEALTHCARE SERVICES,Medical Clinics & Equipment,Medical Clinics & Equipment,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAYNES,Kaynes Technology India Limited,NSE,EQ,NON_SME,EMS & ELECTRONICS,Industrial & Aerospace EMS,Industrial & Aerospace EMS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KAYTEX,KAYTEX,NSE,SM,SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KCEIL,KCEIL,NSE,SM,SME,CONSTRUCTION & INFRASTRUCTURE,Heavy Infrastructure EPC,Heavy Infrastructure EPC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KCK,KCK,NSE,ST,SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KCP,KCP Limited,NSE,EQ,NON_SME,CEMENT,Integrated Grey Cement,Integrated Grey Cement,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KCPSUGIND,KCP Sugar and Industries Corporation Limited,NSE,BE,NON_SME,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,Sugar Refining & Bio-Ethanol,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KDDL,KDDL Limited,NSE,EQ,NON_SME,CONSUMER DURABLES,Kitchen Homeware & Cookware,Kitchen Homeware & Cookware,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KDL,KDL,NSE,SM,SME,EMS & ELECTRONICS,Domestic Consumer Appliance EMS (AC/TV/Washing Machines),Domestic Consumer Appliance EMS (AC/TV/Washing Machines),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KEC,KEC International Limited,NSE,EQ,NON_SME,POWER,Power Transmission Grid,Power Transmission Grid,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KECL,Kirloskar Electric Company Limited,NSE,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,Conventional Thermal & Fossil Power,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KEEPLEARN,DSJ Keep Learning Limited,NSE,EQ,NON_SME,EDUCATION & EDTECH,Education Academies & Publishing,Education Academies & Publishing,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KEI,KEI Industries Limited,NSE,EQ,NON_SME,CONSUMER ELECTRICALS,Wires & Cables,Wires & Cables,Capital Goods; Consumer Durables,Engineering Procurement & Construction; House Wires & Low Voltage Cables,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KELLTONTEC,Kellton Tech Solutions Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KEN,KEN,NSE,SM,SME,IT SERVICES,Enterprise Software & SaaS,Enterprise Software & SaaS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KENNAMET,Kennametal India Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,Precision Machine Tools & Fasteners,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KERNEX,Kernex Microsystems (India) Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KESORAMIND,Kesoram Industries Limited,NSE,BE,NON_SME,CEMENT,Integrated Grey Cement,Integrated Grey Cement,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KEYFINSERV,Keynote Financial Services Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KFINTECH,Kfin Technologies Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Mutual Fund Registrar & Transfer Agent,Mutual Fund Registrar & Transfer Agent,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KHADIM,Khadim India Limited,NSE,BE,NON_SME,FOOTWEAR,Footwear Retail Chains,Footwear Retail Chains,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,NSE,EQ,NON_SME,FERTILIZERS,Fertilizers & Soil Nutrients,Fertilizers & Soil Nutrients,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KHAITANLTD,Khaitan (India) Limited,NSE,EQ,NON_SME,CONSUMER ELECTRICALS,Fast Moving Electrical Goods (FMEG),Fast Moving Electrical Goods (FMEG),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KHANDSE,Khandwala Securities Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KHFM,KHFM,NSE,SM,SME,SERVICES & MEDIA,Staffing & Workforce Security,Staffing & Workforce Security,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KICL,Kalyani Investment Company Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KILITCH,Kilitch Drugs (India) Limited,NSE,BE,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KIMS,Krishna Institute of Medical Sciences Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KINGFA,Kingfa Science & Technology (India) Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KIOCL,KIOCL Limited,NSE,EQ,NON_SME,MINING & MINERALS,Iron Ore & Manganese Mining,Iron Ore & Manganese Mining,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KIRANVYPAR,Kiran Vyapar Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KIRIINDUS,Kiri Industries Limited,NSE,EQ,NON_SME,CHEMICALS,Pigments & Dyes,Pigments & Dyes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KIRLFER,Kirloskar Ferrous Industries Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KIRLOSBROS,Kirloskar Brothers Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,Industrial Compressors & Pumps,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KIRLOSENG,Kirloskar Oil Engines Limited,NSE,EQ,NON_SME,OIL & GAS,Refining & Petrochemicals,Refining & Petrochemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KIRLOSIND,Kirloskar Industries Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,Industrial Compressors & Pumps,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KISSHT,OnEMI Technology Solutions Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Consumer Lending & BNPL FinTech,Consumer Lending & BNPL FinTech,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
KITEX,Kitex Garments Limited,NSE,EQ,NON_SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
