symbol,company_name,isin,series,sme_status,current_sector,current_industry,v3_sector,v3_industry,exposure_v3_sector,exposure_v3_industry,proposed_sector,proposed_industry,additional_industries,classification_confidence,change_required,reason,source_1,source_2,source_3,primary_business,market_cap_cr,index_membership,has_conflict,evidence_date,review_status,risk_score
KANPRPLA,Kanpur Plastipack Limited,,EQ,NON_SME,PAPER & PACKAGING,Flexible Packaging Films,PAPER & PACKAGING,Flexible Packaging Films,PAPER & PACKAGING,Flexible Packaging Films,PAPER & PACKAGING,Flexible Packaging Films,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'PAPER & PACKAGING' and Industry 'Flexible Packaging Films' based on core economic business exposure: Flexible intermediate bulk containers (FIBC), PP woven fabric and multi-fil",,"Flexible intermediate bulk containers (FIBC), PP woven fabric and multi-filament yarn.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KANSAINER,Kansai Nerolac Paints Limited,,EQ,NON_SME,PAINTS & COATINGS,Decorative Paints,PAINTS & COATINGS,Decorative Paints,PAINTS & COATINGS,Decorative Paints,PAINTS & COATINGS,Decorative Paints,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'PAINTS & COATINGS' and Industry 'Decorative Paints' based on core economic business exposure: Decorative wall paints, enamels and architectural coatings.",,"Decorative wall paints, enamels and architectural coatings.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KAPSTON,Kapston Services Limited,,EQ,NON_SME,SERVICES & MEDIA,Staffing & Workforce Security,SERVICES & MEDIA,Staffing & Workforce Security,SERVICES & MEDIA,Staffing & Workforce Security,SERVICES & MEDIA,Staffing & Workforce Security,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'SERVICES & MEDIA' and Industry 'Staffing & Workforce Security' based on core economic business exposure: Integrated facility management, manned security guards and staffing sol",,"Integrated facility management, manned security guards and staffing solutions.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KARMAENG,Karma Energy Limited,,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload elec",,"Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KARURVYSYA,Karur Vysya Bank Limited,,EQ,NON_SME,BANKING,Private Sector Banks,BANKING,Private Sector Banks,BANKING,Private Sector Banks,BANKING,Private Sector Banks,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'BANKING' and Industry 'Private Sector Banks' based on core economic business exposure: Commercial banking and retail loans.,,Commercial banking and retail loans.,0.3,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,,BE,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'AUTO ANCILLARIES' and Industry 'Precision Auto Engine Components' based on core economic business exposure: Precision automotive engine parts, engineered fasteners and structur",,"Precision automotive engine parts, engineered fasteners and structural stampings.",0.0,NSE TRADE-TO-TRADE (T2T),False,2026-08-27,NO_CHANGE,0
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,,EQ,NON_SME,CONSUMER ELECTRICALS,Wires & Cables,CONSUMER ELECTRICALS,Wires & Cables,CONSUMER ELECTRICALS,Wires & Cables,CONSUMER ELECTRICALS,Wires & Cables,,HIGH,REVIEW_REQUIRED,Conflict flagged but exposure_v3 partially agrees — manual review needed,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSUMER ELECTRICALS' and Industry 'Wires & Cables' based on core economic business exposure: Flame-retardant building wires, extra-high-voltage underground power cables and op",,"Flame-retardant building wires, extra-high-voltage underground power cables and optical communication wires.",0.0,NSE BROAD MARKET (EQ),True,2026-08-27,REVIEW_REQUIRED,65
KAYA,Kaya Limited,,EQ,NON_SME,HEALTHCARE SERVICES,Medical Clinics & Equipment,HEALTHCARE SERVICES,Medical Clinics & Equipment,HEALTHCARE SERVICES,Medical Clinics & Equipment,HEALTHCARE SERVICES,Medical Clinics & Equipment,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'HEALTHCARE SERVICES' and Industry 'Medical Clinics & Equipment' based on core economic business exposure: Dermatological skin care clinics, aesthetic laser treatments and hair ",,"Dermatological skin care clinics, aesthetic laser treatments and hair care products.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KAYNES,Kaynes Technology India Limited,,EQ,NON_SME,EMS & ELECTRONICS,Industrial & Aerospace EMS,EMS & ELECTRONICS,Industrial & Aerospace EMS,EMS & ELECTRONICS,Industrial & Aerospace EMS,EMS & ELECTRONICS,Industrial & Aerospace EMS,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'EMS & ELECTRONICS' and Industry 'Industrial & Aerospace EMS' based on core economic business exposure: Integrated EMS, PCBA, smart metering, automotive, aerospace and defence e",,"Integrated EMS, PCBA, smart metering, automotive, aerospace and defence electronics.",4.8,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KCP,KCP Limited,,EQ,NON_SME,CEMENT,Integrated Grey Cement,CEMENT,Integrated Grey Cement,CEMENT,Integrated Grey Cement,CEMENT,Integrated Grey Cement,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CEMENT' and Industry 'Integrated Grey Cement' based on core economic business exposure: KCP grey cement, heavy industrial sugar machinery and precision heavy engineering.",,"KCP grey cement, heavy industrial sugar machinery and precision heavy engineering.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KCPSUGIND,KCP Sugar and Industries Corporation Limited,,BE,NON_SME,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'SUGAR & BIO-ETHANOL' and Industry 'Sugar Refining & Bio-Ethanol' based on core economic business exposure: Sugarcane crushing, white sugar production and fuel ethanol distillat",,"Sugarcane crushing, white sugar production and fuel ethanol distillation.",0.0,NSE TRADE-TO-TRADE (T2T),False,2026-08-27,NO_CHANGE,0
KDDL,KDDL Limited,,EQ,NON_SME,CONSUMER DURABLES,Kitchen Homeware & Cookware,CONSUMER DURABLES,Kitchen Homeware & Cookware,CONSUMER DURABLES,Kitchen Homeware & Cookware,CONSUMER DURABLES,Kitchen Homeware & Cookware,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CONSUMER DURABLES' and Industry 'Kitchen Homeware & Cookware' based on core economic business exposure: High precision luxury watch dials, watch hands and Ethos luxury watch re",,"High precision luxury watch dials, watch hands and Ethos luxury watch retail boutiques.",1.7,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KEC,KEC International Limited,,EQ,NON_SME,POWER,Power Transmission Grid,POWER,Power Transmission Grid,POWER,Power Transmission Grid,POWER,Power Transmission Grid,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'POWER' and Industry 'Power Transmission Grid' based on core economic business exposure: KEC International - Global infrastructure EPC for high-voltage power transmission lines ,,KEC International - Global infrastructure EPC for high-voltage power transmission lines and towers,2.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KECL,Kirloskar Electric Company Limited,,EQ,NON_SME,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,POWER,Conventional Thermal & Fossil Power,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload elec",,"Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KEEPLEARN,DSJ Keep Learning Limited,,EQ,NON_SME,EDUCATION & EDTECH,Education Academies & Publishing,EDUCATION & EDTECH,Education Academies & Publishing,EDUCATION & EDTECH,Education Academies & Publishing,EDUCATION & EDTECH,Education Academies & Publishing,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'EDUCATION & EDTECH' and Industry 'Education Academies & Publishing' based on core economic business exposure: Competitive test prep coaching academies, tutorial centers and edu",,"Competitive test prep coaching academies, tutorial centers and educational textbook publishing.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KEI,KEI Industries Limited,,EQ,NON_SME,CONSUMER ELECTRICALS,Wires & Cables,CONSUMER ELECTRICALS,Wires & Cables,CONSUMER ELECTRICALS,Wires & Cables,CONSUMER ELECTRICALS,Wires & Cables,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CONSUMER ELECTRICALS' and Industry 'Wires & Cables' based on core economic business exposure: Building wires, high-voltage underground cables and optical fiber.",,"Building wires, high-voltage underground cables and optical fiber.",2.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KELLTONTEC,Kellton Tech Solutions Limited,,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KENNAMET,Kennametal India Limited,,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'STEEL' and Industry 'Secondary Steel & TMT Rebars' based on core economic business exposure: Direct reduced iron sponge iron, induction furnace billet casting and TMT rebars.",,"Kennametal India — carbide cutting tools (turning inserts, drills, milling cutters), tooling systems for metalworking and machining",1.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KERNEX,Kernex Microsystems (India) Limited,,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,IT SERVICES,Mid-Tier IT & Digital Solutions,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.",1.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KESORAMIND,Kesoram Industries Limited,,BE,NON_SME,CEMENT,Integrated Grey Cement,CEMENT,Integrated Grey Cement,CEMENT,Integrated Grey Cement,CEMENT,Integrated Grey Cement,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'CEMENT' and Industry 'Integrated Grey Cement' based on core economic business exposure: Birla Shakti grey cement and heavy rayon packaging transparent paper.,,Birla Shakti grey cement and heavy rayon packaging transparent paper.,0.0,NSE TRADE-TO-TRADE (T2T),False,2026-08-27,NO_CHANGE,0
KEYFINSERV,Keynote Financial Services Limited,,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and ret",,"Digital consumer financing, personal loans, SME business loans and retail credit cards.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KFINTECH,Kfin Technologies Limited,,EQ,NON_SME,CAPITAL MARKETS,Mutual Fund Registrar & Transfer Agent,CAPITAL MARKETS,Mutual Fund Registrar & Transfer Agent,CAPITAL MARKETS,Mutual Fund Registrar & Transfer Agent,CAPITAL MARKETS,Mutual Fund Registrar & Transfer Agent,,HIGH,REVIEW_REQUIRED,Conflict flagged but exposure_v3 partially agrees — manual review needed,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"Kfin Technologies — mutual fund RTA, corporate registry, shareholder services, AIF administration, global investor services",3.3,NSE BROAD MARKET (EQ),True,2026-08-27,REVIEW_REQUIRED,65
KHADIM,Khadim India Limited,,BE,NON_SME,FOOTWEAR,Footwear Retail Chains,FOOTWEAR,Footwear Retail Chains,FOOTWEAR,Footwear Retail Chains,FOOTWEAR,Footwear Retail Chains,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'FOOTWEAR' and Industry 'Footwear Retail Chains' based on core economic business exposure: Multi-brand family footwear retail showroom networks.,,Multi-brand family footwear retail showroom networks.,0.0,NSE TRADE-TO-TRADE (T2T),False,2026-08-27,NO_CHANGE,0
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,,EQ,NON_SME,FERTILIZERS,Fertilizers & Soil Nutrients,FERTILIZERS,Fertilizers & Soil Nutrients,FERTILIZERS,Fertilizers & Soil Nutrients,FERTILIZERS,Fertilizers & Soil Nutrients,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FERTILIZERS' and Industry 'Fertilizers & Soil Nutrients' based on core economic business exposure: Nitrogenous urea, complex phosphatic NPK fertilizers and specialized soil pla",,"Nitrogenous urea, complex phosphatic NPK fertilizers and specialized soil plant nutrients.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KHAITANLTD,Khaitan (India) Limited,,EQ,NON_SME,CONSUMER ELECTRICALS,Fast Moving Electrical Goods (FMEG),CONSUMER ELECTRICALS,Fast Moving Electrical Goods (FMEG),CONSUMER ELECTRICALS,Fast Moving Electrical Goods (FMEG),CONSUMER ELECTRICALS,Fast Moving Electrical Goods (FMEG),,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CONSUMER ELECTRICALS' and Industry 'Fast Moving Electrical Goods (FMEG)' based on core economic business exposure: Khaitan ceiling fans, domestic electric appliances and lighti",,"Khaitan ceiling fans, domestic electric appliances and lighting.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KHANDSE,Khandwala Securities Limited,,EQ,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,CAPITAL MARKETS,Stockbroking & Wealth Management,CAPITAL MARKETS,Stockbroking & Wealth Management,CAPITAL MARKETS,Stockbroking & Wealth Management,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CAPITAL MARKETS' and Industry 'Stockbroking & Wealth Management' based on core economic business exposure: Online discount stockbroking, algorithm execution, demat services and",,"Online discount stockbroking, algorithm execution, demat services and private wealth advisory.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KICL,Kalyani Investment Company Limited,,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and ret",,"Digital consumer financing, personal loans, SME business loans and retail credit cards.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KILITCH,Kilitch Drugs (India) Limited,,BE,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,,HIGH,REVIEW_REQUIRED,Conflict flagged but exposure_v3 partially agrees — manual review needed,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC or,,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,0.0,NSE TRADE-TO-TRADE (T2T),True,2026-08-27,REVIEW_REQUIRED,65
KIMS,Krishna Institute of Medical Sciences Limited,,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,,HIGH,REVIEW_REQUIRED,Conflict flagged but exposure_v3 partially agrees — manual review needed,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'PHARMACEUTICALS' and Industry 'Finished Formulations' based on core economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC or,,Manufacturing and marketing of branded generic prescription medicines and OTC oral solid dosages.,0.3,NSE BROAD MARKET (EQ),True,2026-08-27,REVIEW_REQUIRED,65
KINGFA,Kingfa Science & Technology (India) Limited,,EQ,NON_SME,CHEMICALS,Specialty Chemicals,CHEMICALS,Specialty Chemicals,CHEMICALS,Specialty Chemicals,CHEMICALS,Specialty Chemicals,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"Kingfa Science & Technology India — engineering plastics compounds, specialty polymer blends, modified PP/PA/PC for automotive, consumer electronics",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KIOCL,KIOCL Limited,,EQ,NON_SME,MINING & MINERALS,Iron Ore & Manganese Mining,MINING & MINERALS,Iron Ore & Manganese Mining,MINING & MINERALS,Iron Ore & Manganese Mining,MINING & MINERALS,Iron Ore & Manganese Mining,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'MINING & MINERALS' and Industry 'Iron Ore & Manganese Mining' based on core economic business exposure: Iron ore pelletisation and high-grade pellet manufacturing for export.,,Iron ore pelletisation and high-grade pellet manufacturing for export.,0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KIRANVYPAR,Kiran Vyapar Limited,,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Investment holding company and corporate loans.,,Investment holding company and corporate loans.,0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KIRIINDUS,Kiri Industries Limited,,EQ,NON_SME,CHEMICALS,Pigments & Dyes,CHEMICALS,Pigments & Dyes,CHEMICALS,Pigments & Dyes,CHEMICALS,Pigments & Dyes,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CHEMICALS' and Industry 'Pigments & Dyes' based on core economic business exposure: Reactive dyes, acid dyes, direct dyes and intermediate chemicals (H-Acid, Vinyl Sulphone).",,"Reactive dyes, acid dyes, direct dyes and intermediate chemicals (H-Acid, Vinyl Sulphone).",1.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KIRLFER,Kirloskar Ferrous Industries Limited,,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,STEEL,Secondary Steel & TMT Rebars,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'STEEL' and Industry 'Secondary Steel & TMT Rebars' based on core economic business exposure: Foundry grade pig iron, ductile iron pipes and precision grey iron engine castings.",,"Foundry grade pig iron, ductile iron pipes and precision grey iron engine castings.",0.3,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KIRLOSBROS,Kirloskar Brothers Limited,,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CAPITAL GOODS & MACHINERY' and Industry 'Industrial Compressors & Pumps' based on core economic business exposure: Engineered centrifugal water pumps, submersible pumps, hydro-",,"Engineered centrifugal water pumps, submersible pumps, hydro-turbines and valves.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KIRLOSENG,Kirloskar Oil Engines Limited,,EQ,NON_SME,OIL & GAS,Refining & Petrochemicals,OIL & GAS,Refining & Petrochemicals,OIL & GAS,Refining & Petrochemicals,OIL & GAS,Refining & Petrochemicals,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'OIL & GAS' and Industry 'Refining & Petrochemicals' based on core economic business exposure: Mega crude oil distillation, petrochemical polymer cracking and transportation fue",,"Mega crude oil distillation, petrochemical polymer cracking and transportation fuels.",1.2,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KIRLOSIND,Kirloskar Industries Limited,,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Holding company for Kirloskar group businesses, wind power generation ",,"Holding company for Kirloskar group businesses, wind power generation and investments.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KIRLPNU,Kirloskar Pneumatic Company Limited,,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CAPITAL GOODS & MACHINERY' and Industry 'Industrial Compressors & Pumps' based on core economic business exposure: Industrial refrigeration compressors, gas compressors, air co",,"Industrial refrigeration compressors, gas compressors, air compressors and transmission gears.",0.2,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KISSHT,OnEMI Technology Solutions Limited,,EQ,NON_SME,FINANCE & NBFC,Consumer Lending & BNPL FinTech,FINANCE & NBFC,Consumer Lending & BNPL FinTech,FINANCE & NBFC,Consumer Lending & BNPL FinTech,FINANCE & NBFC,Consumer Lending & BNPL FinTech,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application dev",,"OnEMI Technology Solutions (Kissht) — digital consumer lending, BNPL (buy now pay later), personal loans and EMI financing platform",0.6,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KITEX,Kitex Garments Limited,,EQ,NON_SME,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,TEXTILES,Garments & Apparel Exports,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'TEXTILES' and Industry 'Garments & Apparel Exports' based on core economic business exposure: Automated garmenting of formal shirts, denim jeans, suits and apparel for global b",,"Automated garmenting of formal shirts, denim jeans, suits and apparel for global brands.",0.1,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
KJMCFIN,KJMC Financial Services Limited,,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,FINANCE & NBFC,Diversified Consumer & MSME NBFC,,HIGH,NO_CHANGE,Current classification consistent with exposure_v3,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FINANCE & NBFC' and Industry 'Diversified Consumer & MSME NBFC' based on core economic business exposure: Digital consumer financing, personal loans, SME business loans and ret",,"Digital consumer financing, personal loans, SME business loans and retail credit cards.",0.0,NSE BROAD MARKET (EQ),False,2026-08-27,NO_CHANGE,0
